text,class,label
গতবার এই ফিলিস্তিনেরর কাছে ২–০ গোলে হেরেই সেমিফাইনাল থেকে বিদায় নিয়েছিল বাংলাদেশ কিন্তু গতবার তুলনামূলক শক্তিশালী ছিল ফিলিস্তিন দল এবারের দলটি গতবারের দলের চেয়ে সবদিক থেকেই পিছিয়ে আজকের হারটা বাংলাদেশের সামর্থ্য নিয়েই তুলে দিয়েছে প্রশ্ন,sadness,1
আমি আর সহ্য করতে পারছিনা কারা যেন চিৎকার করে চলেছে কারা যেন ফিসফিস করে চলেছেকারা যেন ঘুরছে মারিয়াকে ঘিরেযন্ত্রণায় চোখ গুলো উপড়ে আসতে শুরু করেছে,fear,5
বিমানটির ২১এ নম্বর আসনের পেছনে টয়লেটে তল্লাশি করা হয় এ সময় টয়লেটের ভেতর ব্যবহৃত টিস্যু ফেলার টিস্যু বক্সের নিচের একটি গোপন স্থান থেকে কালো স্কচটেপে মোড়ানো ৬ টি বান্ডিল উদ্ধার করা হয় বান্ডিলগুলো খুলে সোনার এক শ ১০ টি বার উদ্ধার করা হয় প্রতিটি বারের ওজন ১০ তোলা সব মিলিয়ে উদ্ধার হওয়া সোনার বারের ওজন ১২ কেজি ৭৬০ গ্রাম যার আনুমানিক বাজারমূল্য ৬ কোটি ৩৮ লাখ টাকা,surprise,2
এক এক করে সব ধরনের ভয় যখন মন থেকে উড়াল দিচ্ছিল ঠিক সেই সময়ই সবচেয়ে বড় ধরণের ভয়টা এসে মনের কোণে বাসা বাধল,fear,5
১২ হাজার টাকা বিল আসছে এমন  কি কাজ করেছে পার্লারে যে ১২ হাজার টাকা বিল হলো  আজব ব্যাপার স্যাপার তো ভাই আগে জীবনে দেখি নাই ,surprise,2
এখনকার স্কুল পড়ুয়াদের দেখলে আসলেই কেমন এক দীর্ঘশ্বাস চলে আসে,sadness,1
সেকি অবস্থা তুমি দেখলে ভয় পেয়ে যেতে ওকে কি ভয়ংকর দেখাচ্ছিলো তখন,fear,5
ভারতীয় নারী ক্রিকেট দলের সাবেক অধিনায়ক ঝুলন গোস্বামীর জীবনীচিত্রে দেখা যাবে ক্রিকেটার বিরাট কোহলির স্ত্রী আনুশকা শর্মাকে,surprise,2
ছাত্রজীবনের সাথে কর্মজীবনের মিল অনেকক্ষেত্রেই থাকে না ক্লাসে সবচেয়ে অসফল ছাত্রটি কর্মজীবনে অত্যন্ত দক্ষতার সাথে সবার ভরসা হয়ে যায় পিছনে চুপচাপ বসে থাকা ছেলেটি মিডিয়া জগত দাপিয়ে বেড়ায় যাকে কোনদিন ঠিকমতো ক্লাসে ঠিকমত দেখা যায়নি বা কেউ চেনেই না সে সরকারী প্রথম শ্রেনীর জব অনায়াসে রিজেক্ট করে যাকে কোনদিন ক্যাম্পাসে কথা বলতে শুনেনি ঠিকঠাক সে সমাজের সর্বস্তরে মানুষকে সচেতন করার কাজ করে যায়,sadness,1
আমি সেখানে থাকলে এতখনে হার্টফেল করে মারা যেতাম ভয়ে আমার  গা ঘামছে,fear,5
ওর কান্নাতে আম্মু মন খারাপ করার সুযোগ পায় না একদমই মা অবশ্য বলে এত বিরক্ত তোর ভাইয়ের উপরে অফিসের কাজে যাচ্ছে পড়তে যাচ্ছে তো কান্না কেন করিস,sadness,1
একটা সাংবাদিক খানকির পোলায় পশ্ন করেনাছাত্রলীগের ধর্ষণের সেঞ্চুরির বিচার হয়না কেন,anger,4
আমারতো পুড়াই মাথা নষ্ট চাইলাম কি পাইলাম কি ছোট বেলা থেকেই তাকে নিয়ে স্বপ্ন দেখতাম আমি,surprise,2
আরে কুত্তা লীগ মাইর খাইছিস চুপচাপ শুয়ে থাক আবার লাইভে এসে ফুটানি করিস ক্যান ছাত্রলীগ কখনো মানুষের উপকার করে না এরা বারো মাসই এরকম খারাপ ,disgust,3
আমি সেই ছোট থাকতেই দেখি উনাকে নাটক করতেবয়স বাড়লে যা হয় আর কি নাহলে কেউ লকডাউনে থেকে এসব করে উনার বয়স হয়েছেমাথাটা যে পুরাই গেছেসেটা বুঝা যাচ্ছে,disgust,3
এই কাজটার জন্য ধন্যবাদ জানাই সরকারকে এবং যে দায়িত্ব নিয়ে কাজটা করছেনতবে এভাবেই জেনো চলমান থাকে,joy,0
ও বউ তুমি রাগ করছো কেন ওইটাতো তোমাকে ক্ষেপানোর জন্য বলছি এবার একটু রাগটা ভাঙো না আর তুমিতো জানই তোমাকে রেখে আমি এক লোকমাও খাবো না প্লিজ বাবা এবার ঊঠোনা আর পারছি না থাকতে বিশ্বাস করো খুব কষ্ট হচ্ছে,anger,4
আমি গর্বিত আমার আব্বু আম্মুকে নিয়েকারন তারা আমাকে এ প্লাস এর আসায় লেখা পড়া শিখাচ্ছেন নাতারা আমাকে লেখা পড়া শিখাচ্ছেন একজন ভাল মানুষ তৈরী হবার জন্যএটাই হওয়া উচিত প্রত্যেক বাবা মা অভিবাবক দের লক্ষ্যSSCHSC Study এখনো চলছে☺☺,joy,0
বিকেল বেলায় আমরা ছাদে খেললে যেমনটি শব্দ হয় ঠিক তেমনটি  আমি বেশ অবাক হলাম  এতো রাতে ছাদে আবার কে খেলছে ,surprise,2
সাইবার নিরাপত্তাবিষয়ক কয়েকটি প্রতিষ্ঠান বলছে অ্যাপলের ম্যাক প্ল্যাটফর্ম এখন বেশি বিপজ্জনক প্রথমবারের মতো ২০১৯ সালে উইন্ডোজ পিসির চেয়ে বেশি ম্যালওয়্যার–ঝুঁকি তৈরি করেছে ম্যাক প্ল্যাটফর্ম,fear,5
এতক্ষনে চেতনার জাগ্রত হলোএটাত কালই সবই দেখে চুপ ছিল,anger,4
আমার সোনার বাংলাদেশে কিছু বাড়িওয়ালা হাস্পাতালে কর্মরত ডাক্তারদের বাড়ি ছেড়ে দিতে নোটিশ দেয় ,sadness,1
এমন  জায়গায় আছি যেখানে আপনার ভয় পাওয়ার কোনো কারণ নেই তারপরও  ভীত হয়ে পড়লাম,fear,5
এইসব শোষনকারী ব্যবস্যা বন্ধ করে দেওয়া উচিত এই মেয়েটার শরিরে কয়টি ভরি স্বর্ন লাগিয়ে কাজ করেছে যে ১২ হাজার টাকা বিল হয়,anger,4
ওর মৃদু হাসিটা এবার অনেক ভয়ানক হতে লাগলো এতো বেশি উচ্চস্বরে হাসতে লাগলো যেন চারপাশের গাছপালা ছিড়ে ওর মুখের ভেতর চলে আসবে আমি দুই কান চেপে ধরে চোখগুলো বন্ধ করে নিলাম,fear,5
পরীক্ষা ব্যবস্থা ছিল না চিকিৎসা ব্যবস্থা এখনো নেই কোভিড১৯ খেতে হয় না পরতে হয় সে ধারণাই রাখেনি পিতার জন্মদিন নিয়ে মাতামাতির চোটে ১০ লাখ প্রবাসীদের কোন আইসোলেশন না করে ও পরীক্ষা ছাড়া ঢুকিয়ে সারা দেশে করোনা ছড়িয়ে দিয়ে এখন সম্মেলন করে প্রধানমন্ত্রী অসন্তোষ দেখান,anger,4
সুখী মানুষ গুলার পতন সব সময় ভালোবাসার কারনে হয় মাদক এর জন্য নয়,sadness,1
কিন্তু আশ্চর্যের ব্যাপার ঐ বাড়ির যে মালিক সে কিন্তু হাজার চেষ্টা করেও অনেকদিন পর্যন্ত কাউকে ঐ কুঠিটা ভাড়া দিতে পারেনি,surprise,2
একটু বৃষ্টি নামুক৷ সব ভুলে আপনি বলবেন আমি এই বৃষ্টিস্নাত চুয়েটকে মহা ভালবাসি এর চেয়ে সুন্দর আর কিছু হতে পারে না,joy,0
হারকিউলিস যদি ১২টা শ্রমের বদলে পাঁচটা শ্রমের কাজ করেই থেমে যেতেন তবে কি কেউ তাকে মনে রাখতো আমরাও যদি আবারো অভিযানে নেমে পড়ি আমাদের সম্মানও আরো বহুগুণ বেড়ে যাবে,joy,0
ইজ্জত নাই ভিনদেশি একটা লোক তার জন্য এই ব্যবস্থা থু দিবে অন্য কোন দেশে দেখলে লজ্জা লাগে নিজের দেশের জন্য,anger,4
যতবার শুনি মনটা জুড়িয়ে যায়,joy,0
বর্ষাশেষে ভয় পাই লাউডস্পিকারকে বর্ষশেষে ভয় পাই প্রেমকে,fear,5
ভাই বিশ্বাস করেন করোনার এই সময়ে অনেক চিন্তা দুশ্চিন্তার মাঝেই আপনার ভিডিও দেখে এত হাসলাম যে আগামী  এপ্রিল পর্যন্ত পাগল থাকব সম্ভবত,joy,0
নির্বাচনের পরিত্যক্ত পোস্টার থেকে তৈরী খাতা যা দেওয়া হবে এতিমদের পড়াশোনার সাহায্য হিসেবে,joy,0
এটাই আসল কারণ আওয়ামী লীগ না হইলে ইজ্জত পাবে কেনো ইউনিভার্সিটি গুলো তো লীগাররাই ইজারা নিসে,anger,4
এই জনপদেও এখন সেই দশা মানুষ শুধু ঘোষণা দিয়ে একে অপরের মাংস খাচ্ছে না এই যা তবে একে অন্যকে পেটেভাতে মারছে ঠিকই,sadness,1
মানলাম প্রিয়া সাহার এমনটা উচিত ই হয়নি বাইরের দেশের কাছে নিজ মাতৃভূমির অপমান করা টা ওটা খুব ই অন্যায় তবে একটা বার ভাবুন তোদেশে যদি এর বিচার টা থাকতোতবে বার বার এত্ত সব কুকর্ম করবার দুঃসাহস কি কেও করতে পারতো,disgust,3
ওর মুখের দিকে আমি তাকাতে পারি না বেদনায় নীল হয়ে যাচ্ছে ওর মুখ মুখ থেকে সাদা ফেনার মতো বেরিয়ে আসতে থাকে মায়ের এমন চেহারা দেখে কেঁদে ফেলে তীর্থ সে শুধু বড় হতে থাকে আমাদের সম্পর্কের দূরত্ব ও শীতলতার মধ্যে,sadness,1
করোনার খবর শুনতে শুনতে বিগত কিছুদিন এসব খবর শুনিওনা মন খারাপ না করতেকিন্তু আমার জানালার অপোজিট এর বাসায় করোনা প্যাশেন্ট ভাবতেই ট্রমাটাইজড লাগতেসে,sadness,1
লক্ষ কোটি বাংলাদেশীর মনে জায়গা করে নিলো আমরা ভুটানের উন্নতি ও সমৃদ্ধি কামনা করি,joy,0
এই সিদ্ধান্ত কোন মতে বর্দাস্ত করা হবে না ভিসি স্যার যদি এখনও সিদ্ধান্ত পরিবর্তন না করেন তবে উনাকে তোপের মুখে পরতে হবে,anger,4
ওকে মেরে ফেলেন নাই কেনওর শাস্তি দেখে অন‍্যটা ধর্ষক অন্তত বুঝতো দেশে এখনও কিছু মানুষ বেচে আছে,anger,4
এইরকম অসভ্য ও বর্বর জাতি সারা বিশ্বে আর কোথাও পাওয়া যাবেনা এ জাতির চিকিৎসা ছাড়াই মরা উচিৎ,disgust,3
তীব্র একটা ভয় আমাকে গ্রাস করল  এতো তীব্র ভয় আমি জীবনে পাইনি  ঘরে বাতাস নেই  ফ্যান বন্ধ তবুও আমি স্পষ্ট দেখলাম  আমার মশারিটা হঠাৎ নড়ে উঠল  হঠাৎ পায়ের দিকে মশারির দিকে আমার চোখ গেল  আর তীব্র আতঙ্ক নিয়ে দেখলাম  সেখানে একজন মানুষের মুখ দেখা যাচ্ছে,fear,5
বিষাদ ছুঁয়েছে আজ মন ভালো নেই মন ভালো নেই ফাঁকা রাস্তা শূন্য বারান্দা সারাদিন ডাকি সাড়া নেই একবার ফিরেও চায় না কেউ পথ ভুলকরে চলে যায় এদিকে আসে না আমি কি সহস্র সহস্র বর্ষ এভাবে তাকিয়ে থাকবো শূন্যতার দিকে,sadness,1
সাধুবাবার আস্তানার কাছাকাছি পৌছতে হঠাৎ কোত্থেকে এক ঝাক বৃহদাকৃতির কুকুর গ্রামবাসীদের ঘিরে ধরে ঘেউ ঘেউ করা শুরু করলো হঠাৎ কুকুরের আক্রমনে ভীত হয়ে পড়লো সবাই,fear,5
আমাকে ভালবাসতে হলে আমার মৃত্যুর আগে বাসো মৃত্যুর পর তোমাদের ভালোবাসা দিয়ে আমি কি করবো,sadness,1
এতকিছু হয়েগেলো অতছ আমরা কিছুই জানিনা হ্যালো ফায়ারসার্ভিস এখানে বিনোদনের সংঘর্ষে আগুন লেগেগেছে প্লিজ সেইভ মি,surprise,2
তোরে কাছে পেলে জুতা পেটা করতাম বাংলাদেশের মানহানী করছিস এসব বাজে ইংলিশ প্রচার করে,anger,4
তারানাথ কথা বেশি বললেও করিৎকর্মা লোক তারেক সাহেব তাকে থাকা খাওয়ার খরচের বাইরেও একটা ভালো অংকের বকশিশ দেবেন বলে ঠিক করলেন একটা বিষয় দেখে তিনি খুব অবাক হলেন ডাকবাংলোর ভেতর কোন মশা নেই আশ্চর্য তো,surprise,2
নওগাঁর ধামইরহাট উপজেলায় স্কুলছাত্রীকে উত্ত্যক্ত করার অপরাধে এক যুবককে ছয় মাসের কারাদণ্ড দিয়েছেন ভ্রাম্যমাণ আদালত আজ সোমবার উপজেলা নির্বাহী কর্মকর্তা ইউএনও গণপতি রায় এ দণ্ড দেন,joy,0
বুধবার সকাল সাড়ে নয়টার দিকে পার্কের ভেতরে হাতির বেষ্টনীতে কাজ করছিলেন তিনি এ সময় একটি প্রশিক্ষিত হাতি লাথি মেরে ভদ্রসেন চাকমাকে মাটিতে ফেলে দেয় পরে পায়ে পিষ্ট করে তাঁকে হত্যা করে এ ঘটনার পর পার্কের কর্মকর্তাকর্মচারীদের মাঝে আতঙ্ক বিরাজ করছে,fear,5
বোকা তুমি আত্মহত্যা করেছো আবার ঋণের কথা বলো তোমার ঋণ শোধ করলেই কি হবে ঋণের বিষয় তোমার মাথায় এলো আত্মহত্যা যে মহাপাপ  আত্মহত্যাকারী যে চির জাহান্নামী সেটা মাথায় এলো না জানো না,sadness,1
আমারও ভয় করতেছে দিন কি পাল্টাইবো না,fear,5
হলি ক্রস স্কুলে সায়েন্স পাওয়া অনেকটা ভর্তিযুদ্ধের সামিলক্লাস ৯ এ সায়েন্স পাওয়ার পর হঠাৎ বাবা একদিন বললেন আর্কিটেকচার পড়াবে,surprise,2
আমিতো পুরাই অবাক এ কি করে সম্ভবযেখানে ফ্রীজ ঠিক ভাবেই চলছে কিন্তু পানি একটুও ঠান্ডা হলো না,surprise,2
ফুল গুলি সব ঝরে গেছেবাগান আজ শুন্য তোমার কথা মনে হলে লাগে যে বিষন্ন হঠাৎ করে হারিয়ে গেলে অজনা এক দেশে কেমন করে চলে গেলে হাওয়ার সাথে মিশে,sadness,1
কানে না ধরায় খাবারের প্যাকেটটা হাতে দিয়ে বলতেন যান চাচা বাড়ি যানতাহলে বাহাদুরি হইতো কানে ধরিয়ে বাহাদুরি নিচ্ছেন,disgust,3
ভেজা ভেজা চোখ আমি রোদ্দুরে শুকাবো ভালোবাসি তোমারে কি করে তা লুকাবো,sadness,1
এই প্রথম কেও আল্লাহর উপর ভরসা করে কথা বললো মানুষটা খারাপ হলেও কিন্তু এই কথা  গুলি অবশ্যই প্রশংসনীয়,joy,0
আরে খানকির পোলা  তোর মতো বাল হালাইনা আমাগো পায়ের নিচে পইরা থাকে চুত্মারানিরপুত তোর বইনেরে গোয়াই খানকির পুতে চিলাইতাছে আর একটা  মেয়েকে ওই দুই খানকি মিলে  জোরাজোরি করতাছে এটা ঠিক হয়নাই,anger,4
চীনে করোনাভাইরাসে প্রাণহানি ৯০০ ছাড়িয়েছে,fear,5
তার মানে আমরা নিজেদের বিপদ নিজেরাই ডেকে নিয়ে আসতেছি 😢সর্তক  না হলে সব কিছু শেষ হয়ে যাবে,sadness,1
সোনা ও বিদেশি মুদ্রা উদ্ধারের মামলায় পুরান ঢাকার দুই ভাই এনামুল হক ও রুপন ভূঁইয়ার ছয় দিনের রিমান্ড মঞ্জুর করেছেন আদালত,disgust,3
সত্যি প্রেমে পড়ার মধ্যে একটা জম্পেশ ব্যাপার আছে জোর করে সত্যিই প্রেম হয় না দারুণ কিরনদা 😍😍😍,joy,0
ছেলেটারে থাপড়ায়া চোখের কোনায় কালো দাগ করায় ফেলছে মাদারচোদগুলারে মাইরা শোয়ানো উচিৎ ছিলো সাথে চাইল্ড এবিউজিং এর মামলা,anger,4
এই অংকুশটা কি সস্তা গাঞ্জা দিয়ে নাস্তা দুপুরের খাবার আর রাতের খাবার খায় না কি মাথায় গ্যাস আছে মনে হয়,disgust,3
বিশ্ববিদ্যালয়জীবনে টাকার অভাবে কখনো কখনো না খেয়ে দিন কাটিয়েছেন স্বাবলম্বী হওয়ার জন্য শিক্ষক হওয়ার স্বপ্ন বাদ দিয়েছেন পেশাজীবনে বড় পদ ছেড়ে ছোট পদে যোগ দিয়েছেন,sadness,1
রনবীর সিং এতটা মানিয়ে নিয়েছে কপিলদেবের চরিত্রে😱😲 জাস্ট দুর্দান্ত,surprise,2
এইভাবে করতে করতে যখন হাসপাতাল থেকে আর একটু দূরে তখন সেই মানুষদের মধ্যে থেকে একজন এসে জানালায় ঘুষি মেরে গাড়ির কাচটা ভেঙে ফেলল ড্রাইভারকে মারধোর করে ফেলে রাখলো রাস্তায় আর আমাদের কাছ থেকে কেঁড়ে নিলো আমাদের বাবুটাকে কেঁড়ে নিয়েই ছুড়ে দিলো সামনের একটা জলাশয়ে সেই জলাশয় আমি কোনোদিন দেখিনি পুরো পানি কালির মতো কালো,fear,5
কীটপতঙ্গ দমনের জন্য ব্যবহার করা হচ্ছে সেক্স ফেরোমন ফাঁদ যা কিনা একেবারেই পরিবেশবান্ধব তাঁদের এই প্রচেষ্টার কারণে সোনাখুলি হিন্দুপাড়া গ্রামটি এখন নিরাপদ সবজির গ্রাম বা অরগানিক কৃষি গ্রাম হিসেবে পরিচিতি পাচ্ছে,joy,0
সংগঠনের যুগ্ম সাধারণ সম্পাদক কাজী মাহমুদ ইমাম প্রথম আলোকে বলেন লাইসেন্স বাতিলের প্রস্তাব প্রত্যাহারের পাশাপাশি কাস্টমস কর্মকর্তাদের অনিয়মহয়রানির প্রতিবাদে এই কর্মসূচি শুরু করেছেন তাঁরা দাবি আদায় না হওয়া পর্যন্ত এই কর্মসূচি চলবে,anger,4
আবির গ্রামের লোকেদের কথা শুনে কিছুটা ভয় পেয়ে যায়,fear,5
এই প্রহসনের শেষ কোথায় প্রহসনমূলক কোপা আমেরিকা বয়কট করুন,anger,4
অধিকাংশ জারজ রাস্তার টোকাই সংগ্রহ তালিকায় ক্ষমতাশীন রা এবং এদের কে ব্যবহার করে দেশে নানা রকম পরিস্থিতি তৈরি করে এটি বাস্তবতা কারন কোন ভদ্র শিক্ষিত লোক  একজন মহিলার কাপড় ছিঁড়তে পারে না,disgust,3
ভাই এতো সুন্দর গানটারে তোমরা খুব বাজে করে গাইলাবালাম ভাই তোমার গাওয়াতে কোন দরোত পাইলাম নাতাহাসান ভাইরে গাইতে দিলা নাআর আদিত তো গানটারে নস্টো করছেতোমারা আমার খুব প্রিয় তাই বল্লাম,disgust,3
সত্যি পৃথিবীর মধ্যে সবচেয়ে বড় কঠিন সময় পার করে মধ্যেভিত্ত যারা উপাস থাকলেও কাউকে বলতে পারেনা,sadness,1
আমি ভেবেছিলাম এই গান টা ইংলিশ তারপর দেখি বংলাআমার মতো কে কে আছেন এই গান টা ইংলিশ ভেবেছিলেন তারা এই কমেনটে লাইক দিয়ে সাড়া দিন,surprise,2
পাকিস্তানের সাবেক সামরিক শাসক পারভেজ মোশাররফের মৃত্যুদণ্ড বাতিল করেছেন দেশটির একটি আদালত যে প্রক্রিয়ায় পারভেজ মোশাররফের মৃত্যুদণ্ডাদেশ দেওয়া হয়েছিল তাকে অসাংবিধানিক উল্লেখ দিয়ে মৃত্যুদণ্ডাদেশের সিদ্ধান্ত বাতিল ঘোষণা করা হয়,anger,4
কিছুদূর গিয়ে সে শুনলো যে শব্দটা আরও বেশি হচ্ছে তখন সে পেছনের দিকে তাকালো এবং যা দেখলো তাতে তার নিজের চোখকে বিশ্বাস করতে পারলনা,surprise,2
সেই মুখটাযা দেহ থেকে আলাদা করা হয়েছে এখন তার সামনে আবারবিকালে কবর দেয়া লাশটা এখানে কিভাবে আসবে,surprise,2
এখানে যেমন কাস্টোমার এর জন্য ঝুকি সেরকমই আমার রেস্টু তে থাকা সকল স্টাফ দের ও ঝুকি ,fear,5
চুরির বিচার যদি এভাবে জনগনের হাতে দেওয়া হয় সিলেটের রাজনের মত মরতে হবে এই শিশুদের ছেলেটিকে বাধার স্টাইলটা দেখে আমার চোখে ভেসে উঠেছে সেই সিলেটের রাজন হত্যার কাহিনী টি,fear,5
গানটা শুনলেই মনে হয় শুধু ভালবাসি সব কিছু ছেড়ে দিয়ে পাপ পূর্ন্য ভুলে,sadness,1
তোমার সাবেক প্রেমিক যাকে এখনো তুমি ভালোবাসো তীব্রভাবেই ভালোবাসো সে পাশের ডার্করুমে তোমার কথিত মৃত্যু–পরোয়ানার প্রিন্ট নিচ্ছে,sadness,1
ওভার ইমোশনাল বাঙ্গালী ভাই আমার🤣🤣🤣 ইন্ডিয়ার সাথে বিদায়ী ম্যাচ পরাজয় ও ব্যর্থতা নিয়ে বিদায় নিতে হতো সহজ ফিলোসোফি কেনো বুঝেন না,joy,0
SAC নাম্বার ক্লাসের সামনে কয়দিন আগে মন খারাপ করে দাড়ায়া ছিলাম সেদিন একটা বিশেষ কারণে আমার প্রচণ্ড মুড অফ ছিল,sadness,1
এই দিনটা আসে যেন বারবার বারবার ফিরে যেন সুখের স্বপ্ন দেখতে পারি তোমায় আমি ঘিরে,joy,0
পৃথিবীর বুকে হাজার বছর বেঁচে থাকতে সক্ষম আফ্রিকার এই বাওবাবগাছের দেখা মিলবে ঢাকা বিশ্ববিদ্যালয়ের কার্জন হলে সেখানে উদ্ভিদবিজ্ঞান বিভাগের বাগানে একমাত্র বাওবাবগাছটি লাগানো হয়েছিল বছর সাতেক আগে,surprise,2
জানি না এই মৃত্যুর মিছিল কবে বন্ধ হবে হে আল্লাহ আপনি আমাদের ক্ষমা করেন সচেতনতা বৃদ্ধি না পেলে আরো অনেক ভয়াবহ রূপ ধারণ করবে ,fear,5
আমি একটা জিনিস বুঝি না বাংলাদেশ সরকারি বেসরকারি চ্যানেলের অভাব নেই কিন্তু এইসব সংবাদ যদি গ্রেফতারের আগে প্রচারণা করা হয় নাই কেন আর আমি আদালতকে বলবো পাপিয়ার বিরুদ্ধে এমন চার্জশিট তৈরি করা হোক যাতে করে জিবনেও কারাগার থেকে মুক্তি না পায় ও মডেল হিসেবে থাকুক,anger,4
বাঘের গর্জন না দিয়ে বিড়ালের মত মিউ মিউ করতে বলেন পারে শুধু জিম্বাবুয়ের লগে আর অন্য দেশের সাথে  তাদের খেলা দেখলে বিড়ালই মনে হয়😠😠,anger,4
রিমঝিম এই বৃষ্টিতে ঈদ কাটাবো সৃষ্টিতে  খুশির হাওয়া লাগলো মনে নাচবে খুকি ক্ষণে ক্ষণে  সাজবে সবায় নতুন পোশাক ঈদ যেন সারা জীবন রয়ে যাক ,joy,0
যে মানুষটি সকলের হৃদয়ে বাস করে সেই প্রকৃত ভালোবাসা ,joy,0
আপাতদৃষ্টিতে তাই মনে হতে পারে যে মানুষটা হয়তো কাজে ফাকিবাজি করতে এমন করছে বা দায়িত্ব এড়াতে এমন করছে কিন্তু সেই মানুষটা জানে যে তার ভিতরে যে অদৃশ্য শত্রু তাকে ঠেকানোর ক্ষমতা তার নেই হাল ছেড়ে দেওয়া ছাড়া তার হাতে উপায় নেই,sadness,1
আজব এক দেশে বাস করি আমরা এত মানুষের জীবন তচনচ হয়ে যাইতেছে কিন্তু আমরা এর কোন সমাধান করতে পারতেছি না,anger,4
আগামীকাল এইচ এস সি পরীক্ষার রেজাল্ট দিবে কে জানে কপালে কি আছে ভয় হচ্ছে খুব,fear,5
এটা হচ্ছে কাওয়া লীগের চোরদের আসল চিত্র স্বাস্থ্যমন্ত্রী  শুয়োরের বাচ্চা ও ডাইনি হাঁসু আপা এতদিন বলছে আমাদের সব আছে আমরা করোনা মোকাবেলায়‌ প্রস্তুত আসল হলো করোনায় সরকারের কপাল খুলে গেছে তারা একমাত্র চাল ডাল তেল চুরিতে প্রস্তুত আছে,anger,4
কতক্ষণ ঘুমিয়ে ছিলেন কে জানে হঠাৎ একটা অদ্ভুত আওয়াজ আর অস্বস্তির মধ্যে তার ঘুমটা গেল ভেঙে গভীর ঘুমে আচ্ছন্ন মানুষের হঠাৎ ঘুম ভেঙে গেলে সামান্য সময় লাগে প্রকৃতিস্থ হতে,surprise,2
সাহেব আরেকদিকে ঘাড় ব্যাঁকাইয়া উনারে বিমাতাসুলভ মুখভঙ্গি কইরা খ্যাকখ্যাক কইরা কইলেন আমি কাউরে ভিক্ষা দেই না আপনে অন্যদিকে যান,disgust,3
পুরো বিশ্বের জন্য এই পদক্ষেপ গ্রহণ করার জন্য ধন্যবাদ আমার কোয়ারানটাইনের সময় এখন আরও ভাল হচ্ছে,joy,0
আমাদের ছোট্ট সুখের সংসার‌ আমরা দুজনেই খুব খুশী আফটার অল ভালোবাসার মানুষটির সাথে বিয়ে হয়েছে অখুশী হবার কি আছে,joy,0
রাগের কারনে আমার মুখ ভোতা হয়ে আছে কথাবার্তা কম বলছিএতসবের পরও যদি না বুঝে তাহলে কার না রাগ হবে,anger,4
