text,class,label
১ লাখ ৩১ হাজার টাকা বেতনে চাকরির নিয়োগ বিজ্ঞপ্তি প্রকাশ,Positive,0
চোরের মন পুলিশ পুলিশ আপনার বড় বড় চোরেরা টাকা র পাহাড় গরছে আপনি সুদু নিজের ঈমান নষ্ট করছে ন,Negative,1
অনেক ছেলেমেয়ে আবেগের বশবর্তী হয়ে কিংবা বাহ্যিক সৌন্দর্যের প্রলোভনে পড়ে কোনো কিছু চিন্তা না করেই হুট করে বিয়ে ক,Negative,1
ফ্রান্স বিরোধী বিক্ষোভের মুখে ফরাসী সরকারের কাছে বাংলাদেশের পররাষ্ট্রমন্ত্রীর চিঠি,Positive,0
যুদ্ধবিরতি চুক্তিভঙ্গ করে ইসরায়েল ফিলিস্তিনে হামলা করছে এই খবর তো প্রকাশ করেন না ইসরায়েলের গু চাটা মিডিয়া,Negative,1
নেলসন ম্যান্ডেলা অন্ত্যেষ্টিক্রিয়া জালায়াতির অভিযোগে দক্ষিণ আফ্রিকায় ১৫জন গ্রেফতার,Negative,1
মালয়েশিয়ার প্রধানমন্ত্রী হিসেবে শপথ নিলেন মুহিউদ্দিন ইয়াসিন,Negative,1
বগুড়ায় ছোট ভাই হত্যা মামলায় ১২ বছর বয়সী বড় ভাইয়ের কাছ থেকে জোর করে স্বীকারোক্তি নেওয়ার অভিযোগ ওঠা মামলার,Negative,1
দেশের আলোচিত ইকমার্স প্রতিষ্ঠান ইভ্যালির প্রধান নির্বাহী কর্মকর্তা সিইও মো রাসেল ও তার স্ত্রী শামীমা নাসরিন,Positive,0
গুগলে রেকর্ড হচ্ছে আপনার সব কথা আটকাবেন যেভাবে,Positive,0
ইন্ডিয়ানদের কারণে তারা বাংলাদেশে আসে কাজ করেছেন,Positive,0
ঘরে বসে যেভাবে দেখা যাবে মেসিনেইমারদের খেলা,Positive,0
দেদারসে বিক্রি হচ্ছে রাজধানীতে,Negative,1
রহস্যময় পোস্টের উত্তর দিলেন সাকিব,Positive,0
নিউজিল্যান্ডের ব্যাটিং ধস,Negative,1
রবিবার করোনাভাইরাসের গণটিকাদান কর্মসূচি শুরুর দিনে অনেক গুরুত্বপূর্ণ ব্যক্তি ও রাজনীতিবিদসহ ৩১ হাজার জনের মতো মানু,Positive,0
মামলার ৪৮ ঘণ্টার মধ্যে খুনের রহস্য উদঘাটন আসামি গ্রেপ্তার ও আদালতে,Positive,0
কাশ্মীরীদের বিচ্ছিন্নতাকামী না বলে স্বাধীনতাকামী বলা উচিত ছিলো বিবিসির একটা সম্প্রদায়ের স্বাধীনতার পক্ষে কথা বলা উচিত তাদেরকে বিচ্ছিন্নতা কামী বলে তাদের স্বাধীনতার বিরোধীতা করা হয়েছে তাই বিবিসি বাংলার একটু সাবধানে এসব বিষয়ে লেখালেখি করা উচিত বলে মনে করি,Negative,1
প্রেমের অভিজ্ঞতা খারাপ কেন এবার মিতু বললেন আমাকে আর দশটা মেয়ের সঙ্গে মেলালে হবে না এখন আমি চাই এমন একটা,Positive,0
আর কিছুদিন পর আফগানিস্তানের হাতে আসবে দূরপাল্লার ক্ষেপণাস্ত্র,Negative,1
টাকা দিয়ে এখন চাকরি হয়না আসুন গুজব না ছড়াই,Positive,0
বাংলাদেশের হিন্দুদের অবস্থা খুব খারাপ প্রতিনিয়ত বাংলাদেশের হিন্দুদের ঘরবাড়ি ভাঙচুর করা হচ্ছে হিন্দুদের হত্যা করছে সাম্প্রদায়িক মুসলমানরা ভারতের হিন্দুদের জেগে উঠতে হবে আর জংগি মুসলমানদের উলটো করে ঝুলিয়ে দিতে হবে,Positive,0
প্রজাপতি বাদুড়ের সন্ধান পেলেন জাবি অধ্যাপক,Positive,0
কি দিন আইলো বিবিসিও পশ্চিমাদেরকে এখন শিক্ষার বুলি শুনায় তাও বানাম বুলের শিক্ষা দেয়,Negative,1
ঠিক এই কারনে দুনিয়ার কাছে তেরা মার খাস,Negative,1
দূর্নীতি রাজনীতি ঘুস ক্ষমতায় অপব্যবহার এর জন্য দায়ী,Negative,1
বিলুপ্ত হয়ে যেতে পারে ব্রিটিশ রাজতন্ত্র,Negative,1
সিলেবাস পালটানো দরকার,Positive,0
শিল্পকারখানা খুলে দেওয়ার ঘোষণায় রাতেই ঝুঁ কি নিয়ে,Negative,1
অ্যাসাইনমেন্টের শিরোনাম সামঞ্জস্যপূর্ণ হওয়া বাঞ্ছনীয়,Positive,0
সবাইকে টিকা দিয়ে তারপরে স্কুল খোলা উচিত ছিলো ৷,Positive,0
এবার সৌদি সরকারকে একটু সাইডে রাখলো কারণ বাণিজ্য ঘাটতি ঘোচাতে হবে,Negative,1
এখনো মালিকানায় ডাক অধিদপ্তরের কোনো অংশ নেই যদিও বলা হচ্ছে এটি ডাক বিভাগের সেবা,Positive,0
ম্যারাডোনা আর্জেন্টিনিয়ান ফুটবলের কিংবদন্তির নায়ক,Positive,0
গভীর নলকূপ দিয়ে বের হচ্ছে গরম পানি,Negative,1
নিজের ডাক নামের সাথে মিলিয়ে মুন্না হেলিকপ্টার নির্মাণ করেন ভিডিওতে দেখা গেছে,Positive,0
এই সমস্ত কথা শেখহাসিনার মুখে মানায় তাই বলে,Negative,1
৭০ কোটি মানুষ জলবায়ু পরিবর্তনজনিত প্রাকৃতিক দুর্যোগে ক্ষতিগ্রস্ত হয়েছে,Positive,0
পৌনে সাতটার পরিবর্তে রাত ৯ টায় ঢাকা ছাড়বেন ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি পররাষ্ট্র মন্ত্রণালয়,Positive,0
চিন্তা করে ফেসবুকে পোস্ট দিতে হবে পলক,Positive,0
বেশ চিন্তায় পড়লাম এতো বড় একজন তাহাজ্জুদির কথা বিশ্বাস না করি কিভাবে আর বিশ্বাস করলেও মুনাফিক না করলেও মুনাফিক,Negative,1
২০১৯ সালে নিষেধাজ্ঞার আগে সর্বশেষ শীর্ষ দশে ছিলেন সাকিব নিউজিল্যান্ড সিরিজের পারফরম্যান্সে নয়ে উঠে এলেন তিনি আবার,Positive,0
১৩০ টাকার কম্পিউটার অপারেটর ৪৬০ কোটির মালিক,Positive,0
কথিত প্রধানমন্ত্রীর কথা সুনে বুঝতে পারলাম সরকারী আমলারা এতো দূর্নীতি কেমনে করে,Negative,1
তবুও নাকি ভারত মুসলিম বিদ্বেষী বলবে কিছু জানোয়ার,Negative,1
দেড় বছর বন্ধ থাকার পর শিগগিরই বাংলাদেশ কৃষি বিশ্ববিদ্যালয় খোলার সিদ্ধান্ত আসতে পারে,Positive,0
অথচ আফগানিস্তানকে লণ্ডভণ্ড করে দিল,Negative,1
খোলা জায়গায় নয় ঈদ জামাত হবে মসজিদে ধর্ম প্রতিমন্ত্রী,Positive,0
বন্ধু সুশান্ত রাজপুতকে মাদক কিনে দেয়ার দায়ে,Negative,1
ওসির নম্বর ক্লোন করে চাঁদাবাজি,Negative,1
রাস্তার মাস্টার র ক্লাসরুমও রাস্তায় মিলছে খাবারও,Positive,0
রামায়ণের পৌরাণিক রামসেতু কীভাবে বানাানো শিখবে ভারতের ইঞ্জিনিয়ারিং ছাত্ররা,Positive,0
চট্টগ্রামের বোয়ালখালী পৌরসভা নির্বাচনে মেয়র পদে বিনা প্রতিদ্বন্দ্বিতায় নির্বাচিত হয়েছেন আওয়ামী লীগের মো জহুরু,Negative,1
একদম মনের কথা বলেছেন ভাই,Positive,0
এতো দিন পর ৯১১ এর কথা উঠলো কেন তালিবান আফগান শাসন পাওয়ার পর ই এই কথা কেন এতো দিন কই ছিলা,Negative,1
ফুফা চাচা চাচী নাস্তা এগুলো বাংলা নয় বাংলু,Negative,1
ইশকুল খুইলাছেরে মাওলা ইশকুল খুইলাছে ইহা আন্তর্জাতিক গণমাধ্যমের হেডলাইন হতে পারে না,Negative,1
নতুন যুদ্ধ শুরু করার ধান্দা,Negative,1
শুধু অনিবন্ধিত নিউজ পোর্টাল বন্ধ করলেই চলবে না নিবন্ধনকৃত কিছু নিম্নমানের নিউজ পোর্টালের বন্ধেরও দাবি জানাচ্ছি সংবাদপত্রের মানের দিক দিয়ে সম্ভবত আমরা উগান্ডার নিচে আছি বাংলাদেশের ইলেকট্রনিক প্রিন্ট মিডিয়ার অনেক সংবাদেই এদেশের মানুষ বিশ্বাস করে না,Negative,1
অংশগ্রহণকারী প্রত্যেককে ২২ হাজার টাকা করে দিতে হয়েছিল আয়োজকদের প্রতিযোগিতায় বিজয়ীদের জন্য ছিল ৪ লাখ ৮৩ হাজার,Positive,0
ব্রেকিংনিউজ ঢাবির হল খোলার তারিখ চূড়ান্ত লাগবে প্রমাণপত্র,Positive,0
আমলাতন্ত্রের কাছে রাজনীতির পরাজয় ঘটল,Negative,1
কবে খুলতে পারে সে বিষয়ে আগামী রোববার চূড়ান্ত সিদ্ধান্ত হতে পারে এ বিষয়ে সিদ্ধান্ত নিতে ওই দিন,Positive,0
বাস্তব কথা বলেছে,Positive,0
সঠিক নির্বাচন দিবি কিনা বল নাহলে জনগণ এবারে কান টেনে ধরে আছাড় দেওয়ার অপেক্ষায় আছে,Negative,1
২০০২ সালের ৩০ আগস্ট সাতক্ষীরার কলারোয়ায় সে সময়ের বিরোধীদলীয় নেতা ও বর্তমান প্রধানমন্ত্রী শেখ হাসিনার গাড়িবহরে,Negative,1
মনে রাখতে হবে কর রেয়াত নিতে এত দিন বছরে দেড় কোটি টাকা পর্যন্ত বিনিয়োগের সুযোগ ছিল চলতি অর্থবছর থেকে তা কমিয়ে,Positive,0
বিশ্ববিদ্যালয় খোলার চূড়ান্ত সিদ্ধান্ত আসছে,Positive,0
ফরিদপুরে আলোচিত দুই ভাই সাজ্জাদ হোসেন বরকত ও ইমতিয়াজ হাসান রুবেলের সহযোগী সাবেক এক স্বেচ্ছাসেবক লীগ নেতাকে গ্রে,Positive,0
আমি আপনার থেকে ন্যায্য দামে পন্য ক্রয় করে সেই পন্য যদি বেশি দামে বিক্রি করি তাতে নিশ্চয়ই আমার পাপ হবে না বরং দোষটা হবে আপনার বাণিজ্যিক মন্ত্রণালয়ের যাইহোক ভাই ভারতের আগ্রসন বন্ধ করতে হলে বাংলাদেশের অভ্যন্তরীন রাজনৈতিক একতা গুরুত্বপূর্ণ,Positive,0
শহীদ বুদ্ধিজীবীর সংজ্ঞা এবং সংখ্যা তালিকাভূক্তির কাজ শুরু হয়েছে,Positive,0
সিনহা হত্যা দ্বিতীয় দফায় পঞ্চম দিনের সাক্ষ্যগ্রহণ চলছে,Positive,0
আফগানিস্তানে ভয়াবহ বোমা হামলা নিহত অন্তত সাত,Negative,1
করোনায় আরো ৩১ জনের মৃত্যু মোট প্রাণহানি ১২ ০৭৬ নমুনা পরীক্ষা ১৩ ৪৭১ নতুন রোগী ১ ২,Negative,1
করোনায় আরো ৬১ জনের মৃত্যু মোট প্রাণহানি ২৬ ৪৯৩ নমুনা পরীক্ষা ১৭ ৭৫০ নতুন রোগী ১ ৭,Negative,1
জীবনে এই প্রথম ভালো একটি নিউজ করলো ব্রিটিশদের বিবিসি,Positive,0
শুরু থেকেই সতর্ক ও সচেতন থাকলে মৃত্যুঝুঁকিসহ অন্যান্য জটিলতা কমে,Positive,0
আমার কথা গুলো আপনি বলছেন অনেক ধন্যবাদ আপনাকে,Positive,0
ভারতের টেস্ট ইতিহাসের সর্বনিম্ন স্কোর হল অ্যাডিলেইডে অস্ট্রেলিয়ার বিপক্ষে দ্বিতীয় ইনিংসে ৩৬ রানে অলআউট,Negative,1
ভুয়া ব্যবস্থাপত্র ও অ্যাম্বুলেন্সে করে ঢাকায় প্রবেশের চেষ্টা,Negative,1
ছাত্রলীগ নেতার এমন জাকজমকপূর্ণ বিয়েতে এলাকার সাধারণ মানুষের মধ্যে ব্যাপক,Negative,1
পাসপোর্ট অফিসের দালালদের বৈধতার চিন্তাভাবনা চলছে ডিজি,Positive,0
করোনা ভাইরাস হাসপাতালে বেড বসানোর এক ইঞ্চি জায়গাও নেই স্বাস্থ্যমন্ত্রী জাহিদ মালেক,Negative,1
ইভ্যালির গ্রাহকদের জন্য বাণিজ্য মন্ত্রণালয়ের পরামর্শ,Positive,0
পহেলা জুলাই ভোর ৬টা পর্যন্ত কী করতে পারবেন কী করতে পারবেন না বিস্তারিত,Positive,0
আবারও আইসিইউতে পেলে বিস্তারিত নিউজে,Negative,1
গত মঙ্গলবার আমাদের দেশের উদ্দেশে যাত্রার কথা ছিল কিন্তু আমাদের অনুমতি দেওয়া হয়নি বলে কাবুল বিমানবন্দরের উদ্দেশে,Positive,0
করোনা ভাইরাস নো মাস্ক নো সার্ভিস নির্দেশনা বাস্তবায়ন কতোটা সম্ভব,Positive,0
মাননীয় শিক্ষামন্ত্রী কেজি স্কুলের দিকে কিছু দৃষ্টি আকর্ষণ করুন কারণ ছোট ছোট বাচ্চা দের পড়া লেখা ব ই দিয়ে যেভাবে চাপ দিচ্ছে এতে ভবিষ্যত প্রজন্মকে ধ্বংসের কারণ আমি মনে করি,Positive,0
ফের বাড়ল সয়াবিন তেলের দাম,Negative,1
জাতিসংঘ হলো ঠুটো জগন্নাথ যে মানবজাতির অধিকার রক্ষা করতে পারে না মানবতা যেখানে ভূলুন্ঠিত জাতিসংঘ সেখানে হাস্যকরভাবে নিন্দা করে দর্শকের মতো শক্তিধরদের স্বার্থ সংরক্ষণ আর লেজুড়বৃত্তিই জাতিসংঘের প্রধান কাজ,Negative,1
যারা এই সব ছবি পোষ্ট করেছে ভাইরাল করেছে সবাইকে এখন সিস্টেম করা হবে সব ধুয়ে যাক ভেসে যাক দেবে যাক তাতে তাদের কি ছবি তুলবে কেন ঘর তাদের বাপ দিছে হাসিনা দিয়েছে বাবার নামে,Negative,1
আফগানিস্তানে ছেলেদের জন্য আজ শনিবার স্কুল খুলেছে তবে মেয়েরা কবে ক্লাসে ফিরতে পারবে সে সম্পর্কে কিছু জানা যায়নি,Positive,0
আফগান নারী ক্রিকেট নিষিদ্ধ হলে রশিদদের সাথে খেলবেন না অস্ট্রেলিয়া বিস্তারিত নিউজে,Positive,0
আমাদের দেশে কোন জায়গাতে দুর্নী তি হয় না বলতে পারবেন মোট কথা হলো সেবা টাকা ছারা হয় না,Negative,1
রাষ্ট্রীয় শোক পালনের সিদ্ধান্ত সরকারের,Negative,1
কৃষ্ণাঙ্গ ছেলেবন্ধুর সন্তান গর্ভে ধারণ করায় কীভাবে ঘর ছাড়তে হলো বাঙালি মেয়েকে,Negative,1
আপত্তিকর দৃশ্য ও সংলাপের কারণে গত জুনে সাহস সিনেমাটিকে প্রদর্শনের অযোগ্য ঘোষণা করে বাংলাদেশ চলচ্চিত্র সেন্সর বো,Negative,1
ট্রেনের ইঞ্জিন বিকল হওয়ায় প্রায় ৬ ঘণ্টা পর,Negative,1
কৃষক উপকৃত হোক এটাই চাই,Positive,0
চার ছক্কা উইকেটের চেয়েও ইদানীং যেন নিরাপত্তা শঙ্কা হুমকি শব্দগুলোই বেশি আলোচিত হচ্ছে,Positive,0
সৌদি আরবে গাড়িচাপায় ময়মনসিংহের যুবকের মৃত্যু,Negative,1
আমেরিকা নির্বাচন ২০২০ ডোনাল্ড ট্রাম্পের অভিবাসন নীতির প্রভাব সাতটি চার্টে ব্যাখ্যা,Positive,0
একজন প্রাকটিসিং মুসলিম কখনোই সহশিক্ষাকে সাপোর্ট করতে পারেনা স্কুলে থাকতে নিজের অজান্তেই কত গুনাহ করেছি তা আল্লাহই ভালো জানে,Positive,0
ব্রাহ্মণবাড়িয়া কারাগারে হাজতির মৃত্যু,Negative,1
লোভ,Negative,1
আইপিএল নিলাম ভিত্তিমূল্য ১ কোটি রুপিতে মুস্তাফিজকে নিয়েছে রাজস্থান রয়্যালস,Positive,0
আমাদের এখানে বিদ্যুৎ যায় না মাঝে মাঝে আসে,Negative,1
মুম্বাইয়ে ছিলো দাউদ ইব্রাহিমের এই সহযোগীর অবস্থান,Positive,0
করোনায় আরো ২৬ জনের মৃত্যু মোট প্রাণহানি ১২ ১০২ নমুনা পরীক্ষা ৭ ৮৩৫ নতুন রোগী ৮৪৮,Negative,1
নিকলী অলওয়েদার সড়ক বন্ধুপরিজনের সাথে হাওরে গিয়ে রহস্যময়ভাবে নিখোঁজ এক পর্যটক চলছে ব্যাপক তল্লাশি,Negative,1
বিটিআরসিকে ১৩ কোটি ৭০ লাখ টাকা পরিশোধ করলো বিটিসিএল,Positive,0
নিউজিল্যান্ডকে ৯৩ রানে অলআউট করেছে বাংলাদেশ ৪র্থ টিটোয়েন্টিতে নাসুম ও মুস্তাফিজের,Positive,0
রেলকে ভারসাম্যপূর্ণ যোগাযোগ মাধ্যম হিসেবে গড়ে তোলা হচ্ছে,Positive,0
কারন ওখানে ছোটলোকের বসবাস,Negative,1
সবই জামায়াত বিএনপি এ এান চুরির সাথেও জামায়তবিএনপির সম্পৃক্তা পাওয়া গেছে আর পরী মনির সাথে হাতে নাতে ধৃত জামায়াত বিএনপির নেতারা সুষ্ঠু তদন্ত হলে প্রত্যেক অভিযোগই প্রমানিত,Negative,1
করোনা ভাইরাসঃ বাংলাদেশের ভ্যাকসিন কেনার বিপুল অঙ্কের অর্থের যোগান কি নিশ্চিত,Positive,0
খোলা মাঠে কোটি কোটি মানুষ পায়খানা করে যে দেশে ভাত খেতে পায়না কোটি কোটি মানুষ কুসংস্কার ও পশ্চাৎপদতায় নিমজ্জিত যেদেশের সিংহভাগ মানুষ সেখানে এসব কাজ ভারতের জন্য স্বাভাবিক ঘটনা,Negative,1
ইসির বিরুদ্ধে কেন বার বার চিঠি দিচ্ছেন ৪২জন বিশিষ্ট নাগরিক,Negative,1
মাদক বিস্তারের পরিণাম জঙ্গিবাদের মতোই ভয়াবহ,Positive,0
সুপার সুপার হা হা হা,Positive,0
একটা দেশের প্রধানমন্ত্রী হিসেবে আপনার মুখে এমন কথা মানায় না আপনি যে পরিমাণ টাকা দিয়েছেন তার অর্ধেক টাকাও ঘর নির্মাণের কাজে ব্যবহার হয়নি যারা ঘর নির্মাণের টাকায় মজবুত ঘর নির্মাণ না করে নিজেদের ব্যাংক ব্যালেন্স বাড়িয়েছে তাদের শাস্তি না দিয়ে উল্টাপাল্টা বকছেন আপনি এতে করে দোষীগন ছাড়া পেয়ে যাচ্ছে কোনটা হাতুড়ি শাবল দিয়ে ভাঙা আর কোনটা উন্নতমানের কাঁচামালের অভাবে ভাঙা সেটা বুঝতে পারছেন না নাকি বুঝতে চাচ্ছেন না,Negative,1
ভিয়েনা সংলাপে প্রতিশ্রুতিবদ্ধ ওয়াশিংটন,Positive,0
আমার খালায় কইছে মিডিয়া তা প্রমাণ করবে কিছু আলেম ওলামা নেতাফেতা গ্রেফতার করা হবে,Negative,1
দীর্ঘ ২০ বছর পর ১১ই সেপ্টেম্বরের মধ্যে আফগানিস্তান ছেড়ে চলে যাচ্ছে অবশিষ্ট আমেরিকান ও ব্রিটিশ সৈন্যরা,Negative,1
হাজার হাজার রকেট বানাচ্ছে হামাস,Positive,0
চলন্ত লঞ্চ থেকে ৪ শিশুকে নদীতে নিক্ষেপ মুন্সীগঞ্জে মামলা,Negative,1
পানসিরে সাবেক ভাইস প্রেসিডেন্টের ভাইকে হত্যা করল তালেবান,Negative,1
চাঁদে চীনা অভিযান পাথরমাটি তুলে আনছে রকেট পাঠাচ্ছে রঙিন ছবি,Positive,0
২০২০ সালে যে ছবিগুলো সোশ্যাল মিডিয়ায় ব্যাপক শেয়ার হয় তার মধ্যে আছে ক্যালিফোর্নিয়ার দাবানলের ছবিও,Positive,0
নিসচার খুলনা মহানগর শাখার সভাপতি বিপ্লব সম্পাদক মুন্না,Positive,0
ধর্ষন করে রড ঢুকাই দিয়ে মেরে ফেলে কোন গো মুত্রের দেশে যেনো এইসব চলবেনা শুটিয়ে লাল করে দিবে,Negative,1
বিশ্বের অন্যতম সেরা ফুটবলার এখন ফ্রি এজেন্ট অর্থাৎ কোন ক্লাবের সাথেই আদতে এখন তাঁর কোনও বাঁধন নেই বার্সেলোনার লি,Positive,0
জয়পুরহাট জজ আদালতের নারী ও শিশু নির্যাতন দমন ট্রাইব্যুনালের বিচারক মো রুস্তম আলীকে তালেবান পরিচয়ে হুমকির অভিযো,Negative,1
টাইগাদের ঐতিহাসিক সিরিজ জয় ক্রীড়া প্রতিমন্ত্রীর অভিনন্দন,Positive,0
সবার আগে ঠিক করতে হবে পুলিশের বৌইরি আচরণ হিসাব কি ভাবে ঠিক করবে,Negative,1
বন্যার্তদের সব ধরনের সহযোগিতা দিতে প্রধানমন্ত্রীর নির্দেশ,Positive,0
জনগণের আস্থাহীনতার আরেক নাম বিএনপি,Negative,1
করোনার কারনে আমি পারিবারিক সহিংসতার শিকার তাই ক্লাস করতে পারছি না,Negative,1
নেত্রী আপনি অসুস্থ দয়া করে অবসরে যান,Negative,1
এবার ঢাকা আন্তর্জাতিক বাণিজ্য মেলা ডিআইটিএফ হচ্ছে তবে এত দিনের পরিচিত স্থান রাজধানীর শেরেবাংলা নগরে নয়,Positive,0
হ্যাঁ এটাই আমার সোনার বাংলা,Positive,0
যে জাতির আত্মা পচে যায় সে জাতিকে সংশোধনের চেষ্টায় যতো বিধানই করা হউক না কেনো তা কোন কাজে আসবে না,Negative,1
পৃথিবীর সবচেয়ে দীর্ঘ রাস্তা এটি,Positive,0
এতো কিছু চলতে পারলে স্কুল চললে কি হবে কোথাও কোন সতর্কতা নেই স্কুল চললে বাচ্চারা অন্তত তাদের সতর্কতা সম্পর্কে জানতে পারবে,Positive,0
আফগানদের বিপক্ষে শুভসূচনা টাইগার যুবাদের,Positive,0
ভ্যাকসিন নিতে আগ্রহীদের ৫ ফেব্রুয়ারির মধ্যে রেজিস্ট্রেশন সম্পন্ন করতে হবে প্রধানমন্ত্রীর মূখ্য সচিব,Positive,0
এ প্লাস ও স্নাতক স্নাতকোত্তর ডিগ্রী এখন এমনি এমনি পাওয়া যায় ভর্তি হলেই হইলো তাই সমাজে এতো সার্টিফিকেটধারী শিক্ষিত বেকার অথচ চাকরিযোগ্য উদ্যোক্তা বা কর্মমুখীযোগ্য প্রকৃত মেধাবী শিক্ষিতদের সংখ্যা খুবি নগন্য সামাজিক প্রতিবন্ধীকেও দেখছি স্নাতকোত্তর ডিগ্রী শেষে উকালতি নিয়ে পড়তে,Negative,1
বছরে একবারও দেখা মেলে না কোনো ডাক্তারের,Negative,1
মেসিকে ছাড়াই বড় জয় পেল পিএসজি,Positive,0
জুস কারখানায় আগুন লাগার সময় ভবনের একটি সিঁড়ি তালাবদ্ধ বিস্তারিত নিউজে,Negative,1
বিএনপির মতো জোড়াতালি দিয়ে আলীগ দেশ চালায় না তথ্যমন্ত্রী,Negative,1
কোরবানি পশু কেনাবেচা বাংলাদেশের অর্থনীতির জন্য কেন এতো গুরুত্বপূর্ণ,Positive,0
তাঁদের মধ্যে দীর্ঘ আটনয় বছরের পরিচয় তবে এই বিয়েকে কোনোভাবেই প্রেমের বিয়ে বলতে নারাজ এই অভিনেত্রী,Positive,0
ওয়ার্ড পর্যায়ে করোনার টিকা একদিন শনিবার,Positive,0
ঐতিহাসিক স্কুলকলেজ প্রত্যাবর্তন দিবস আজশুভকামনা,Positive,0
টাঙ্গুয়ার হাওরের অন্যতম আকর্ষণ হলো নৌকায় থাকার দিনগুলো এই অভিজ্ঞতাটিই টাঙ্গুয়ার হাওরের ট্যুরকে আলাদা করে অন্য স,Positive,0
ভেরি গুড,Positive,0
জাতিসংঘ পশ্চিমাদের দ্বারা পরিচালিত একটি অকেজো সংগঠন তীব্র নিন্দা আর বিবৃতি প্রকাশ ছাড়া কোন ক্ষমতা নাই তবে লীগ অফ নেশনস ও পক্ষ পাতের কারনেই বিশ্বযুদ্ধ হয়েছিল তবে জাতিসংঘ লীগ অব নেশনস থেকে একটু চালাক মাঝে মাঝে মিষ্টি মিষ্টি কথা বলে,Negative,1
বিতর্কিত কয়েকজনও ঢুকেছেনানক,Negative,1
এলএসডি মাদক উচ্চবিত্তশিক্ষার্থীদের টার্গেট করে বাজার তৈরির চেষ্টা,Negative,1
টেকনাফে অস্ত্রইয়াবাসহ আটক ১,Negative,1
ওবামার স্মৃতিকথায় ভারত মনমোহন সিংয়ের ভূয়সী প্রশংসা মোদীর কথা নেই,Positive,0
