text,class,label
আচ্ছা ভাই আমি বুঝলাম না এত কিছু বাদ দিয়ে কোরআনই কেনো রাখতে হবে আর ঠিক মূর্তির পায়ের উপরেই কেনো রাখতে হবে? আর এইটা কিভাবে সম্ভব? আর মুসলমান ভাইদের বলবো একটু শান্ত হন। বাংলাদেশের পূজার ইতিহাসে এরকম ঘটনা কখনো ঘটে নি। আর ঘটার কথাও না। এটা বোঝাই যাচ্ছে কোন একটা মহল অরাজকতা সৃষ্টির চেষ্টা চালাচ্ছে। কুমিল্লায় ওই যায়গায় হিন্দু মুসলিম সবাই খুব শান্তিপূর্ণ ভাবে বাস করে। সেখানে এই ধরনের ঘটনা অসম্ভব। সরকারের উচিত হবে দ্রুত অপরাধী খুজে বের করা না হলে না হলে পরিস্থিতি আরও খারাপের দিকে যেতে পারে।,non-violence,0
"তাই নাকি? তাহলে সত্যি সত্যি কয়েক দিন পর পর তোদের পিটানো দরকার, তুই যেমন টা বললি তাই না? তোর ছবি আর আইডি পুলিশকে দিবো মিথ্যা গুজব ছড়ানোর জন্য",direct violence,2
"ক্ষমতাসীনদের জেনে রাখার উচিত,,,, এই পৃথিবীর মালিক আল্লাহ,,,,, আশা করছি তাদের জন্য আল্লাহ কর্তৃক কঠিন থেকে কঠিনতর শাস্তি প্রদান করবে",non-violence,0
রাসূল (স:) কে অসম্মান করা কোন ধরণের বাক স্বাধীনতা?,non-violence,0
কুত্তার লীগের দালাল,passive violence,1
আমাদের ভারতে যেন মহামানবদের সহ্য করে ভগবান শ্রীরামচন্দ্রের জন্য সারা জীবন আমরা আন্দোলন করতে পারি ভালো কাজের,non-violence,0
বাজে সাংঘাতিক এ্যা এ্যা.....,passive violence,1
আওয়ামীলীগ নেতারা যা বলছে তার সম্পুর্ন উল্টা টা হইছে ওখানে...... জনগণের তা বুঝার বাকি নাইরে ভাই,non-violence,0
"কি এসব শিক্ষার নামে মাস্তানি, এসব শিক্ষার্থী লেখা পরা কইরা কি করব ।যাদের শিক্ষা শুধু কিছু সনদপত্রে সীমাবদ্ধ। মানুস হবার শিক্ষা এরা পায়নি।",non-violence,0
ওরা কি শিক্ষা নেওয়ার জন্য কলেজে যায় নাকি অন্য কিছু ?,non-violence,0
ভারতের রাজনীতি অসভ্য রাজনীতি। ভারতের রাজনীতি নোংরা রাজনীতি । ভারতের রাজনীতি নেংটা রাজনীতি । ভারতের রাজনীতি মূর্খ রাজনীতি।,passive violence,1
কাপুরুষের দল আসলে সত্য কে ভয় পাই।কারন তারা জানে ইসলাম ধর্ম সত্য।,passive violence,1
টাকলু র দায় সব কিছু,passive violence,1
হিজাব পড়লে যদি তালেবান উপাধি দেয়া হয়।তাহলে তালেবানদের উচিত হবে ভারতে হামলা করা।,direct violence,2
হাতে শাখা কপালে শিদুর পড়া আর একজন মহিলার হিজাব করে পর্দা করাটা এক বিষয় নয়। আল্লাহ যেনো ঐ মুসলিম বোনদের পর্দা করা রক্ষা করেন। আমিন!,non-violence,0
গজব পড়ুক তোদের উপর,direct violence,2
এরা কি শিক্ষার্থী নাকি চোর?,non-violence,0
এত ভাল পরিচালক থাকতে কেন ভালো সিনেমা আমরা পাচ্ছি না,non-violence,0
এই মালুর বাচ্চা পূজা মণ্ডপে কোরআন অবমাননা কারীর ছবি প্রকাশ বা সংবাদ প্রকাশ হয় না।মন্দিরে ঘটনার রিপোর্ট হয় মালুর ঘরে মালু।,passive violence,1
ভাই এরা যদি আসল মুসলিম হয় তাহলে আমি লজ্জিত যে আমি মুসলমান।,non-violence,0
ভোট কেন্দ্র দখল নারীদের বের করে দিয়েছেন ভালো কথা কিন্তু গোলাগুলি হওয়া এটা সম্পুর্ন সন্ত্রাসী হামলা।,non-violence,0
"ছাত্রদের আন্দোলন সঠিক,ব্যবসায়ীদেরকে কঠিন শাস্তি দেওয়া হোক,মারো আরো জোরে মারো ব্যবসায়ী মাগির পোলারা ডাকাত,মার আরো জোরে মার",direct violence,2
"দেশের শিক্ষা ব্যবস্থা ধংসের শেষ প্রান্তে, শিক্ষা মন্ত্রণালয়ের উচ্চপদগুলোতে কারা আছে??",non-violence,0
তার গর্দান নিতে হবে,direct violence,2
স্বাধীনভাবে লেখালেখি করার অধিকার দেওয়া হলো আজ৷ আজ থেকে আমিও লিখবো আওয়ামী লীগের বিরুদ্ধে। এটা আমার স্বাধীনতা।,non-violence,0
মুহাম্মদ( সা) এর কটাক্ষকারীরা কিভাবে বিজ্ঞানমনস্ক হয় সেটা জানতে চাই। এসব ফাপা প্রশংসা করে আমাদের কি বুঝানো হচ্ছে। নাস্তিকরা যখন মুহাম্মদ ( সা) এর নামে কটাক্ষ করে তখন ই তারা বিজ্ঞান মনস্ক হয় আর নয়তবা মুক্ত চিন্তার ধারক হয়। যেটা সত্যিই হাস্যকর। তাওয়াক্কুল তু আলাল্লাহ.,non-violence,0
নাহিদের ও মুসতাহিনের কথা কেউ বললো না।।। নাহিদ কে হত্যা করে বাড়িতে গিয়ে ঈদের আনন্দ করতে পারবেন..??।।। ১ কোটি টাকা দেওয়া হোক পরিবার কে এবং চাকরি দিন।।।।,non-violence,0
বাংলাদেশের চোর বলে জিনিস থাকলে সেটা হচ্ছে পুলিশ,passive violence,1
তোর সব মিথ্যা কথা,non-violence,0
"সিসিটিভির বিষয়টি যদি সত্যিই প্রমাণিত হয় তবে সকল ছাত্রদের উচিৎ সন্ত্রাসী কার্যক্রমে অংশ গ্রহণকারীদের পক্ষে আন্দোলন না করা।হুদাই পক্ষ না নিয়ে নিরপেক্ষভাবে বোঝার দরকার ছিল। আবার ইডেনের মেয়েগুলো বেশরম, না বুঝে পক্ষ নিল।ব্রাহ্মণবাড়িয়ার মানুষই যে ছোট বিষয় নিয়ে সংঘর্ষ করে তা নয়, এত বড়মাপের কলেজ পড়ুয়া ছাত্ররাও তার ব্যতিক্রম করল না। এতে বোঝা গেল ইগোতে লাগলে কেউ কাউকে ছাড় দেয় না🤔🤔🤔",non-violence,0
যারা মারা যাবে তারা একই দলের লোক সরকার কি করবে।,passive violence,1
আমাদের দেশের মেয়েদের দেখলে লজ্জা লাগে তাদের ইমান দেখে।উনার থেকে শিক্ষা নেওয়া উচিত,direct violence,2
এই বার ইন্ডিয়ার বিরুদ্দে কথা বলা দরকার কেন জানেন তারা কি জন্য সেনা পাটাবে দেশে সেটা ক কিচু বলচেন না আপনারা কি জন্য বয় করেন আমরা ত দেকতেচি শুনতেচি তারা কি বাজে মনত্তব করতেচে,non-violence,0
ভাই এই মালাউনরাই সরকারের সবচেয়ে বেশি খতি করবে।,passive violence,1
আসে পড়ালেখা করতে সুনাগরিক হতে দাদাগিরি করতে নয়। স্কুল কলেজ প্রতিষ্ঠিত হয় মানুষকে শব্দ ভদ্র নম্র বিনয়ী মানুষ হওয়ার জন্য।,non-violence,0
"বাংলাদেশে কিছু স্কুলে হিজাব না করার জন্য কিছু জালিম টিচার ও বলে, শুধু এটা চোখে দেখা মাত্র একশন নিতে হবে",passive violence,1
শুধু পতাকা না বাংলাদেশের প্রধানমন্ত্রীকে ও পুতুল বানিয়ে পোড়ানো হয়েছে ভারতে। এর পরেও বাংলাদেশের দালালরা ভারতেই সাপোর্ট করে যাচ্ছে,passive violence,1
আশা করি বাকি খবরও দিবেন,non-violence,0
কমেন্ট করতে ভয় করে,non-violence,0
আল্লার গুজব পড়বে মুদির ওপরে 😢😢😢,direct violence,2
পাগল এইটা কিবাবে বজলো,non-violence,0
"যে কোন দেশের সংবিধানের উপর নির্ভর করে অনেক কিছু। ভারতের সংবিধানে ধর্মীয় স্বাধীনতা ভোগ করার মৌলিক অধিকার দিয়েছে। তবে স্কুলে ছাত্র-ছাত্রীদের নির্দিষ্ট স্কুল ড্রেস রয়েছে। তাকে ঐ ড্রেস পড়ে স্কুলে আসতে হবে অন্য কোন ড্রেস পড়ে আসলে স্কুল কর্তৃপক্ষ তাকে স্কুলে ঢুকার অনুমতি নাও দিতে পারে। যেমন দরুন ছাত্রীট হিজাব পড়ে এসেছে বিধায় তাকে স্কুলে ঢুকতে দেয়া হয়নি। বাংলাদেশে কোন ছাত্র যদি গলায় তুলসী মালা, রামাবলি, ধূতি ও পায়জামা পড়ে য়দি স্কুলে আসতে চায় স্কুল কর্তৃপক্ষ কি তাকে স্কুলে ঢুকার অনুমতি দিবেন।",passive violence,1
এখন একটাই স্লোগান ইসলাম ও কোরআনের জন্য জালিমদের জিবন কেড়ে নিতে জিহাদ ফি ছাবিলিল্লাহ🗡️,direct violence,2
হাসিনা - কাদেরের বাপ ইসকন। কোরআন অবমাননাকারীর বিচার না হলে মন্ডপে হামলাকারীর বিচার হবে না।,passive violence,1
তুই দেখি একটা চোর,passive violence,1
"এখানে যদি মাদ্রাসার ছাত্র হতো, তাহলে এতক্ষণে জন্গি জন্গি করত 😡🤬.,,,, পৃথিবীর মধ্যে সব চেয়ে উত্তম শিক্ষা দেয়া হয় মাদ্রাসায়❤️❤️",non-violence,0
"শুধু শিক্ষা প্রতিষ্ঠান নয়,অফিস,আদালত সহ সব প্রতিষ্ঠান",non-violence,0
অসংখ্য ধন্যবাদ জানাই ঢাকা কলেজ শিক্ষার্থীদের,non-violence,0
সাংবাদিকরা অনেক খারাপ। এই সাংবাদিক+এলাকার কুত্তা লীগের সাথে মিলে আমাদের এলাকার ইমামকে মিথ্যা মামলা দিয়ে ১ বছর ধরে জেলে ভরে রাখছে।,passive violence,1
মুজাহিদ ভাইদের জন্য ভালবাসা ও দোয়া রইল।আল্লাহ ও আল্লাহর রাসুলের দুষমনেরা এখান থেকে শিক্ষা গ্রহণ কর।,non-violence,0
সামান্য কিছু ঘটলেই সেটা সরকার বিরোধী আন্দোলনে রুপ নেয়,non-violence,0
"উস্কানিদাতারা ঘটনার কিছু আগে উস্কানি দিয়েই সটকে পড়ছে ঘটনাস্থল থেকে। এরা সোস্যাল মিডিয়া ব্যবহার করে নাই,নাহলে ধরা পড়বে। মোবাইলে কিছু ছবি,ভিডিও দেখিয়ে সাধারণ মানুষকে উস্কে দিচে। ছাত্রদল,শিবিরের কিছু পোলাপানরে পেদানি দিলেই সব ভড় ভড় করে বেরিয়ে আসবে কাহিনি",direct violence,2
"যে স্কুলে হিজাব খুলতে বাধ্য করে সেই স্কুলে না যাওয়াটাই হচ্ছে ঈমান,সেই স্কুল গুড়িয়ে দেয়াটা হচ্ছে জিহাদ,আর সেই জিহাদে মারা যাওয়াটা হচ্ছে শহীদ",direct violence,2
"আমাদের দেশে সঠিক বিচার নাই সে জন্য আল্লাহর কাছে বিচার চাইদলমত নির্বিশেসে,,,আল্লাহ ভালো জানেন",non-violence,0
রাজনীতি নারে ভাই আওয়ামীলীগের খেলা,non-violence,0
এসবের দায় কে নিবে সুনার বাংলায় কি কুন হবেই,non-violence,0
নিউ মার্কেটের টোকাই ব্যবসায়ীদের বিরুদ্ধে আইনি ব্যবস্থা নেয়া হোক নয়তো এর পরিণাম অনেক খারাপ হবে,non-violence,0
হে আল্লাহ তুমি ন্যায় বিচারক বিচার চাই তোমার কাছে 😭😭🙏🙏😭😭,non-violence,0
প্রশাসনকে অনেক অনেক ধন্যবাদ 🥰🥰🥰,non-violence,0
বয়কট নিউমার্কেট,direct violence,2
সাত জন মারা গেলেও সমস্যা নেই নির্বাচন কমিশন কমিশন বলবে শান্তিপূর্ণ ছিল,passive violence,1
কুত্তা বাহিনীর দাবি ছিল মেয়েরা হিজাব পড়তে পারবে না আদালত ওও সেই দাবি বহাল রাখলো তাহলে কুত্তা বাহিনী আর আদালতের মাঝে পার্থক্য রইলো কি...? হিজাব বিতর্কের প্রায় ৬/৭ দিন পর মুসলিম জোট ওআইসি মুখ খুললো আর তারা মুখ খোলার সাথে সাথে মোদির বাহিনী তার বিরোধিতা করলো এর ধারা অস্পষ্ট বুঝা যাচ্ছে যে আমাদের নেতাদের হা মুখ খুলতে খুলতে সব কাহিনী শেষ হয়ে যায় আর তারা কাফেররা একদিন ওও দেরি করলো না সাথে সাথে তারা কথা বললো মানে কি বুঝলেন তারা মুসলিম নিধনে নেমেছে ভাই সব আগে থেকে পরিকল্পনা করে রাখছে।,passive violence,1
ভারতের আইন বিষয় অনেক অনেক অনেক খারাপ লাগার মত। ভারতে কোন স্বাধীনতা নেই।,non-violence,0
"দৃশ্যটা সামনে পড়লে অন্তরের মধ্যে আগুন জলে ওঠে,তোমরা তোমাদের ধর্ম স্বাধীনভাবে পালন করবা মুসলমানরাত তোমাদের ধর্মীয় অনুষ্ঠানে কোনদিন বাধা প্রধান করে না এবং তোমাদের কোন জিনিস নিয়ে উপহাস করে না, তাহলে তোমরা কেন এটা করলে মুসলমানদের কলিজায় কেন হাত দিলে, মুসলমানরাত কোরআনকে অন্তর দিয়ে, জান দিয়ে, প্রানদিয়ে ভালবাসে, তারাত কোরআনের অপমান সহ্য করবে না, এটা বুঝ না,যে বা যারা এ ধরনের ঘৃণার কাজ করেছে তাদের শক্ত বিচার করা হউক।",non-violence,0
"কথিত ছাত্ররা কিন্তু কোন এক ব্যাবসায়ীর,দিনমজুর,চাকরীজিবীর সন্তান।এইসময় এইগুলা করে ঠিক হয়নাই।ঈদের পরেও এর বিচার করা যাইতো।",non-violence,0
সারা পৃথিবীতে মেয়েদের হেজাবের জন্য আন্দোলনে নামা উচিত আর ভারতের মেয়েদের হেজাব অধিকার আদায়ে সমর্থন জানানো উচিত। আমরা সব মুসলিম এক হলে হিন্দু মালাউনরা কাবু হয়ে যাবে ইংশা আল্লাহ,passive violence,1
আমরা চাই তার যেই হাত দিয়ে রাখছে সেই হাতটা কেটে দেয়া হোক,direct violence,2
কারন ওই যায় গায় তো আওয়ামিলীগ এর লোক ও আছে তাই বিচার হয় নাই,passive violence,1
ধন্যবাদ বোন তুমাকে,non-violence,0
"শুয়েরের বাচচা তোরা কি দেশের শাসন ব্যবস্থা মানিস না,কাউকে হত্যা করা আল্লাহ তো হুকুম দেন না,তোদের হাতের সাধিনতা? তোদের পরিনতি সারা পৃথিবীতে কতটা ভয়াবহ, সেটা একবার ভাব,এতই যদি ইসলাম চোদাস যা না মায়ানমারে গিয়ে ইসলাম প্রতিসঠা কর।রোহিঙাদের ফেরত পাঠা,মুসলমানদের সাহায্য কর।দেশের গুনিজনদের হত্যা করে ইমানদারি।",passive violence,1
সুন্দর সিদ্ধান্ত 🇧🇩,non-violence,0
গুজব???,non-violence,0
"নির্লজ্জ মিডিয়া। ,কাপুরুষদের দল।সত্য বলতে যেহেতু ভয় লাগে তাহলে সাংবাদিকতা ছেড়ে দে।",passive violence,1
"ধন্যবাদ এবং অনেক অনেক ভালোবাসা রইলো,,, আইডিয়াল কলেজ এর প্রিয় ভাইয়েরা,,,, ❤️❤️❤️❤️❤️",non-violence,0
মাশাআল্লাহ জাজাকাল্লাহ কিন্তু মৃত নাহিদের বিচার কি আদৌ হবে কোনোদিন ??,non-violence,0
"দেখা যাক কোন কিছুর দাম কমে কিনা,কেও ঐ ছেলেটার কথা বলছেনা কেন? যে মারা গেছে",non-violence,0
হেল্মেট পরা বাহিনী মনে হচ্ছে আপনারই পরিচিত কেউ!! এমন খুশি খুশি মন নিয়ে খবর পড়ছেন। 🤔,passive violence,1
"মুক্তমনা মানে লাগামহীন কথা নয়, যারা মুক্তমনা নামকরে সমাজে বিশৃঙ্খলা সৃষ্টি করে সরকারের উচিত এদের বিরুদ্ধে কঠিন ব্যবস্থা গ্রহন করা, তানাহলে অন্য কেউ যদি আবেগপ্রবণ হয়ে কোন দুর্ঘটনা গঠায় তাহলে সরকার কে এর দায়বার বহন করতে হবে।",direct violence,2
এই সব অমানুষদের জন্য কতগুলো নিরহ মানুষ অত্যাচারিত হলো। এখন তাদের হাত কেটে পেলা হোক।,direct violence,2
খুব সুন্দর কথা বলছেন,non-violence,0
হিন্দু জানে এই কাজ করলে তার এলাকা শশান হয়ে যাবে। তাই এই কাজ পাগল না হলে কোন হিন্দু করবে না।,non-violence,0
সবচেয়ে বাজে হিন্দু ধর্ম,passive violence,1
ছাএলীগ তাহলে তাকে খুন করতে গেল কেন নাম কেন আসলো তারা কেন চাদা তোলে।আর কত চামচামি করবেন।দোষ করার পর বলে এরা ছাএলীগ না। দুইদিন পর বলবে এরা বিএনপি জামাত এর লোক ১০০%,passive violence,1
হিন্দুকে শেষ করে দেওয়া হবে মুসলমানদের কিছু করলে নাগ গলালে কুত্তার বাচ্চারা শরীরে একপুটা রক্ত থাকতে জালিমের সামনে মাথা নত করবো না,direct violence,2
ক্যান রে জারজ??তোর বাপদের বিচার হলে কষ্ট হবে তোর??,passive violence,1
আরেক খানকির পুলা জারজ সাংবাদিক নটির পুলায় কয় হেফাজত নাকী তান্ডব চালাইছে নটির পুলা আর কয়দিন তর বাতারির গুয়া চাটবি,passive violence,1
"তারা আইনের উর্ধে, তারা কেন হুমকি ধামকি দিচ্ছে",non-violence,0
ভাই সিসিটিভি তারিখ একবার 13 তারিখ একবার 10 তারিখ মানে কি?,non-violence,0
গুজব বলে শাক দিয়ে মাছ ডাকতে চাইতেছেন মনে হচ্ছে,passive violence,1
অনেক সুন্দর একটা কথা বলল। যখন ভয় পায় আল্লাহর নাম নেয় তখন তার মনে সাহস আসে। মাশা-আল্লাহ। মনটা ভরে গেল।💝💝💝💝,non-violence,0
আমাদের প্রিয় বোন,non-violence,0
গজব বাংগালির উপর ও পড়ব।।আর তারাও একদিন ধংস হবে এই অপকর্মের জন্য।।ইনশাআল্লাহ,direct violence,2
নিউমার্কেট স্থায়ীভাবে বন্ধ করে দেয়ায় এখন সময়ের দাবি।এমন বালের মার্কেট দরকার নাই,direct violence,2
কোন মন্তব্য করলাম না। অনেক কিছু বলতে ইচ্ছা করে। কি কারনে বললাম না আপনারা বুঝে নিয়েন। আল্লাহর কাছে বিচার দিলাম। আল্লাহ জেনো এই সব নাস্তিকদের বিচার করে আমিন।,non-violence,0
"রাস্তা ঘাটে এই পোশাক পরা ঠিক আছে, কিন্তু কলেজ, স্কুলের একটা নির্ধারণ করা পোশাক থাকে তুমি যে ধর্মেরই হয়ে থাক সেটাই অনুসরণ করবে আর আমরা সেটাই দেখেছি। সবকিছুতে তোমাদেরই এক মার্কা মারা পোষাক ধর্ম পৃথিবীতে কত দিন ঠিকবে সেটিই দেখার।ইতিমধ্যেই ঊগ্র জাতি হিসেবে পৃথীবির কাছে পরিচিতি পেয়ে গেছে এই ধর্মটা।",direct violence,2
মিথ্যা প্রচার করছ কে.....?,non-violence,0
"ব্যাবসায়ীরা খারাপ আচরণ করলে এত বছর ওখানে ব্যাবসা করলো কিভাবেছাত্ররা খমোতার অপব্যবহার করছে,,,,ওরা মনে করে ওরা ছাত্র বলে সাত খুন মাপ",passive violence,1
এটা আওয়ামী রাজাকার দের কাজ,passive violence,1
হে আল্লাহ তুমি ভারতের নারীদের হিজাব কে রক্ষা করো আমিন,non-violence,0
অনেক স্টুডেন্টদের দোষারোপ করছিকেন????আপনারা জানেন??নিউমার্কেট এর দোকান্দের ব্যবহার কেমন বাজে??কেমন বাজে আচরণ করে মেয়ে ক্রেতাদের সাথে??কত বাজে কমেন্ট করে করে দাম করে কোনো পন্য না কিনলে????,non-violence,0
"ঈশ্বর যারা আমাদের খুন ধর্ষন ,ঘর বাড়ি ভাঙ্গচুর করছে তাদের ভালো রেখো যাতে তাদের মাথায় যেনো একটু বুদ্ধি হয়",non-violence,0
"উচিত কাজ করেছে ঢাকা কলেজের শিক্ষার্থীরা ,আমি তিন‌ দিন আগে গেছিলাম আমার সাথেও ওরা বাজে ব্যবহার করেছে 😡🤬",passive violence,1
"সটিক কথা,কলেজ বন্ধ থাকলে মার্কেটও বন্ধ থাকবে",direct violence,2
