text,class,label
﻿ভাল খাবার চমৎকার স্থান খাদ্য মানের খুব ভাল,NoAG,0
﻿খাদ্য ভাল সেবা ভাল আমি অবশ্যই এখানে আসা আমার বন্ধুদের সুপারিশ করবে,NoAG,0
ওরে  মাগি  তোর  আবার  ভিক্ষা  করতে  হবে 	,AG,1
এই দুইটা ঘটনা মেয়েদের জন্য দারুণ অনুপ্রেরণা,NoAG,0
অারে অাবাল তোর কি লজ্জা শরম কিছুই নাই,AG,1
আপনার এই লেখাটা যতবার চোখে পড়ে ততবারই পড়ি প্রতিবারই নতুন মনে হয় আর মনে হয় কোন মিষ্টি প্রেমের উপন্যাস পড়ছি,NoAG,0
নির্বাচন কমিশনের আওয়ামী লীগের দালাল নির্মূল চাই নিরপেক্ষ নির্দলীয় সরকারের অধীনে নির্বাচনের চাই,AG,1
এসব ফালতু দের নিয়ে এসে সেলিব্রেটি বানানোর দরকার নাই,AG,1
শেষবার আমি এখানে গিয়েছিলাম আমাদের অর্ডারটি নেওয়ার পর ওয়েট্রেস ফিরে আসেনি,NoAG,0
জয় মা কালিএটা একটা রোগ,AG,1
ডাক্তারদের জন্য কোন ভাল ইকুইপমেন্ট নাই নাই কোন সেফটি  তাহলে কেমনে ডাক্তাররা কাজ করবে তাদের জীবনের নিরাপত্তা কে দিবে আপনি নাকি আমি,NoAG,0
দেয়ালেরও কান আছে সরি একসময় ছিল এখন তো ফেসবুকের স্ক্রিনশটই আছে,NoAG,0
সারা পৃথিবীতে৷ ইসলামের গাঢ়মারা গেছে,AG,1
সাবরিনা মিম আপু আপনি ঠিক বলছেন হিন্দুদের যে দৌরাত্ম্য ইদানীং বেড়ে গেছে তা উদ্বেগ জাগানিয়া তাই আমাদের আরো সচেতন হতে হবে এবং ঐক্যবদ্ধ হতে হবে,AG,1
বল বিকৃতির সাথে জারা জড়িত তাদের কে আজীবন নিষিদ্ধ করা উচিত,NoAG,0
চীন কুরান কে ব্যান্ড করেছে কুরান পড়লে মানুষ জঙ্গি হয়,AG,1
তুই শালা হিজরা মার্কেটে যাই উলঙ্গ হ,AG,1
এসব মাগিদের কেনা জুতা দিয়ে মারা উচিত চোখে মুখে	,AG,1
তোরে সামনে পাইলে জুতা পিটা করতাম তোরে খুন করে ফেলতাম তুই আমাদের প্রিয় নবী হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি সাল্লামকে কটুক্তি করছ আমাদের রাসূলকে অপমান,AG,1
পৃথিবীটা হচ্ছে অভিনেতা তৈরির কারখানা এখানে সবাই অভিনেতা কেউ পাঁকা অভিনেতা আর কেউ কাঁচা অভিনেতা যারা কাঁচা অভিনেতা তার পাকা অভিনেতাদের অভিনয়ের কাছে হার মেনে অনবরত কষ্ট পেতে থাকে  এরই নাম কি জীবন,NoAG,0
অসৎ মানুষকে সৎ পরামর্শযাক যদি একটু ভালো হয়,NoAG,0
অাপনি যদি কোন হোটেলের মালিক হতেন এমপির চেয়েও অনেক দামী হতেন বিশেষ করে  মেয়েদের কাছে অন্তত ক্রাশ খাওয়া মেয়েগুলো একবার হলেও বাস্তবে দেখতে পারতো,NoAG,0
সাধারণ জনতার কথা বাদ দেন যে দেশের নামকরা বিশ্ববিদ্যালয়ের ছাত্রছাত্রীরা সবকিছু জানার পরও ট্যুরে যায় সেই দেশের কিছু পরিশ্রমী প্রবাসীদের গালি দিলেই আপনি আমি সভ্য হয়ে যাই কিভাবে,NoAG,0
একদিন এক দিন মজিব এর বঙ্গবন্ধু খেতাব ও কেরে নিবে জনগণ,AG,1
এয়ার মার্শাল জেনারেল জিয়াকে যে তথ্য দেন তা ছিল আঁতকে ওঠার মতো আনোয়ার শামীমের মতে ভারতীয় যুদ্ধবিমান মাত্র তিন মিনিটের মধ্যে কাহুটা ল্যাবরেটরির কাছে পৌঁছাতে সক্ষম যেখানে পাকিস্তান বিমান বাহিনীর সময় লাগবে আট মিনিট,NoAG,0
এদের মতো মাদারচোদ এর নেতা বানাইছে কে খানকির বাচ্চা কনডম বিস্ফোরণের ফলে জম্ন নিছে,AG,1
তোমার জন্য সকাল দুপুর বাজিয়ে কোনো বিষন্ন সুর সন্ধ্যে বেলার যত্নে আঁধার বুকে রাখে যেসব পাহাড়,NoAG,0
তাহলে একটি উপায় আছে এই রেস্টুরেণ্টে আমি আপনার কোন বড় দিতে পারে ছিলাম আমি থাকতে পারে চিপ এবং সালসা শুধু একটি তারকা এখানে প্রয়োজন হয়সেবা গড়ের তুলনায় কম ছিল খাদ্য সূর্য পৃষ্ঠের চেয়ে বেশ গরম ছিল এবং পানীয় পুঁচকে ছোট ছিল এবং এলকোহল মতো স্বাদ না আমার স্বামী একটি সবুজ চিলি থালা আদেশ এবং এটি লাল সস মধ্যে মুখের এসে যখন সে ওয়েটার জিজ্ঞাসা এটা সবুজ বা লাল লাগছিল সার্ভার বলেন নাঃ যে কি সবুজ মত দেখাচ্ছে কি দারুনদুঃখিত কিন্তু আমি মনে করি না আমি ফিরে যাবে না,NoAG,0
আহারে হজরত মোহাম্মদের মতো চুদির বাচ্চা কে অনুসরণ করা নির্বোধ ভাইগুলো রে,AG,1
আহা কি আনন্দ আকাশে বাতাসে,NoAG,0
তকে কুত্তায় চোদে জন্ম দিছে মাদার চোদ,AG,1
সরকারী হাসপাতালের ডাক্তারগণ শুধুমাএ চাকরীটা কোনমতে ঠিকিয়ে রাখার জন্যই চেম্বারে বসে আর হাসপাতালে সেবার জন্য গেলে ওদের ব্যবহার কুকুরের মত দেখায় আবার ঐ ডাক্তারই বাহিরে চেম্বারে বসলে খুব ভদ্র ব্যবহার করে,NoAG,0
ভালভাবে তাকায়ে দেখি ওর হাত কব্জির নিচে ৩ ইঞ্চি র মত জায়গা কাটা আর গলগল করে রক্ত বের হচ্ছে,NoAG,0
চট্টগ্রাম মহানগর বিএনপির ছাত্র বিয়ষক সম্পাদক মাঈনু‌দ্দিন মোহাম্মদ শহীদ ভাই সহ অনেকে পু‌লি‌শের গু‌লি‌তে অ‌নে‌কে আহত এই বর্বরোচিত হামলায় চট্টগ্রাম স্বেচ্ছাসেবক দল ও আমার পক্ষ থেকে তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি,NoAG,0
হেফাজতকে মারাটা ওচিত হয়নি বিএনপি নেতাদের যদি এভাবে মারতো তাহলে কিছুটা মেনে নিতাম,AG,1
তুই কি পতিতালয়ে জন্ম্য নিছিস,AG,1
মামুনুল হকের বিরুদ্ধে লাগিশ নাদৌড়াইয়া কুল পাবি না,AG,1
বিএনপি দালালে ভরে গেছে ত‍্যাগি নেতাদের মূল‍্যায়ন নেই এজন‍্য এই অবস্হা টাকায় সব বিক্রি হয়,AG,1
এভাবে রাস্তায় দুটি মেয়েকে হেনস্তা ও সম্মানহানির দায়ে এই জানোয়ার কুদ্দুস ও তার সহযোগীদের দ্রুত বিচারের আওতায় আনা হোক,NoAG,0
তোর মাকে   মদগাঞ্জা খেয়ে চুদে,AG,1
বিজয়ী মহিলারা তাদের পুরষ্কার পাওয়া টাকার ভাগ থেকে সাকিব তামিমদের কে ঈদের সেলামী হিসেবে দেওয়া হোক,NoAG,0
ম্যাডাম বাস ছিলো না রাস্তায় এমন ও তো হতে পারে গাড়িতে উঠে মেয়ে দুটি ব্ল্যাকমেইল করতে পারে যে ওদের টাকা না দিলে ওরা ধর্ষনের অভিযোগ করবে,NoAG,0
ইসলাম মানব জাতির জন্য আভিশাপ😥,AG,1
আপন দেশ ভিটামাটি ছেড়ে শখ করে কেউ চলে যায় না এই মায়া বড় মায়া সমস্যা হলো এই দেশের সরকারে যারাই এসেছে তারা কখনোই কোন গবেষণা করে দেখে না,NoAG,0
শেষ পর্যন্ত নায়িকাকে মারা যেতে হল  তাইতো আজব,NoAG,0
হে আল্লাহ তুমি আওয়ামীলীগের জালেমদেরকে হেদায়েত দাও না হয় ধ্বংস করে দাও,AG,1
উনি হল থেকে যাওয়ার আগে নিচুস্বরে আমার নাম জানতে চাইলেন নাম শুনে বল্লেনপারভীন নামটা নাকি উনার খুব পছন্দ,NoAG,0
নাহিয়ান জয় তরে কুত্তা দিয়া করামু তরে গুড়াদিয়া করামু,AG,1
আমার কাছে আরেকটা বিষয় অদ্ভুত লেগেছে মেঘের সাথে ঐ রাতে দেখা হওয়ার পর আর কোনোদিন আলমারির পিছনে কোনো দরজা দেখতে পায় নি সবাই বলে এটা নাকি ওর কল্পনা ছিল,NoAG,0
আবির গ্রামের লোকেদের কথা শুনে কিছুটা ভয় পেয়ে যায়,NoAG,0
আমারতো পুড়াই মাথা নষ্ট চাইলাম কি পাইলাম কি ছোট বেলা থেকেই তাকে নিয়ে স্বপ্ন দেখতাম আমি,NoAG,0
জনগন আওয়ামী লীগ নামক জানোয়ারদের থেকে মুক্তি চায়,AG,1
আইন যেটা পারেনি তার স্ত্রী সেই কাজ টাই করিলঅতএব তার স্ত্রী কে সসম্মানে মুক্তি দেওয়া হোক,NoAG,0
বিস্মিত আমি কিছুটা ঘাবড়ে গেলাম মেহজাবিন এর আচরনে এতরাতে একটি মেয়ে কি কওে অচেনা এক পুরুষের জন্য গাড়ি নিয়ে ষ্টেশনে আসে,NoAG,0
তর ভাত শেষ রে পাগলাহিরু আলম তকে দুচে দিছে,AG,1
কিসের নারী দিবস সকল পাপের জননী নারী,AG,1
এই মিউজিক্যালি আসার পর জানতে পারছি পৃথিবীতে কত প্রকারের তার ছেড়া পাগল আছে,NoAG,0
আপনি ও আপনার ইসলাম ধর্ম ভালো হয়ে যান নামাজ রোজা বর্জন করুন  নগ্নতা অশ্লীলতা গ্রহণ করুন,AG,1
বাংলাদেশে মুঠোফোন তৈরি সম্ভব সেটা এখন প্রমাণিত একটি নয় দুটি নয় নয়টি কারখানায় তৈরি ও সংযোজিত হচ্ছে মুঠোফোন করা হচ্ছে বিপুল বিনিয়োগ,NoAG,0
বিএনপি চা য় ত্রাণ সরবরাহের নামে দেশে নৈরাজ্য সৃষ্টি করতে,AG,1
তোরা নিজেই মর্তি তৈরী করে তার নিচে মাথা নত করিশ আবার তাকে ভেঙে ফেলিশ আরো অনেক কিছু আছে শুধু এটুকুই বলবো আরো অনেক কিছু আছে যা লিখে বোঝানো যাবে না   একটা কথা মনে রাখিস ইসলাম যে যুগে যুগে সত্য তার প্রোমান হাজার হাজার বিশ্বের সব  চাইতে সেরা গ্রন্থ কোরান কোরান এক মাএ বই যা সবচেয়ে বেশি বিক্রি হয়েছে সবচেয়ে জনপ্রিয় কোরানে,AG,1
যারা  হা হা  রিএক্ট  দিয়েছে  তাদের  বিবেক  বলতে  কি  কিছু  নাই  এইটা কি মজার কিছু  মানুষ  এখন  মানুষের  কষ্ট  দেখে  ও  হাসে ,NoAG,0
যে সব ছাত্র রেগিং এর মত ঘৃণিত কাজে জড়িত হয়ে চুয়েট কে এবং চুয়েট প্রশাসনকে অস্থিতিশীল পর্যায়ে নিয়ে যায় শিক্ষকদের বিরুদ্ধে অপপ্রচার ও বিভ্রান্তি ছড়ায় চুয়েটের সুনাম ক্ষুন্ন করে তাদের নাম লিস্ট করে এই গ্রুপে দেওয়া হোক,NoAG,0
উন্মাদ মানে পাগল মোহাম্মদ মানে মহাপাগল তোরা হলো মহাপাগল এর অনুসারীভুদাই,AG,1
অনিয়মিত লেখক পাঠকদের ঠকায়,NoAG,0
এই খানকি তুই একটা বাস্টার্ট,AG,1
প্রদিপকে রিমান্ডে নিয়ে ওর সম্পদের হিসাব নেওয়া হউক,AG,1
তোদের ইসলাম আসার আগে মানুষ কি জানত না যে চুরি ডাকাতি করা খারাপ,AG,1
তোরা পুলিশ লীগ ছাড়া রাস্তায় নামিস তোর বাপমায়ের নাম ভুলিয়ে ছাড়বে হেফাজতের লোকেরা,AG,1
আচচা তুমাদের মাকে লেংটা করে পানিতে ডুবিয়ে মারে কেন,AG,1
এই দেশেতে জন্ম যেন এই দেশেতে মরি লাইনটা আজ মন থেকে গাইতে ইচ্ছে করছে,NoAG,0
এই মূহুর্তে আমার আর সহ্য হচ্ছে না সমস্যাগুলো মাথায় কিলবিল করছে,NoAG,0
এইসব দেখার পর মনে চায় অবৈধভাবে হোক নির্বাচন বিহীন হোক যেন তেন ভাবেই হোক আওয়ামীলীগ যেন আরও দুই যুগ ক্ষমতায় থাকে আর এইসব ধর্মীয় নামধারী রাজনৈতিক দলগুলোকে চিরতরে নিশ্চিন্থ করে দেয়,AG,1
সারাদিন এফবিতে পড়ে থাকিকই এই কচুর ওয়ার্ল্ড তো চোখে পড়লো নাআসলেএগুলা পাবলিক এখন আর খায়না,NoAG,0
কাল মুভিটা দেখলাম হেবি জোশ করছে,NoAG,0
বেশি অমানুষ হয়ে গেছে বড় বড় আওয়ামিলীগের অনুগত দালাল অফিসার,AG,1
আরে কাদেরমির্জা নতুন কৌশল এটা আওয়ামী লীগ কি না পারে বুঝলে বুঝ পাতা না বুঝলে তেজপাতা,AG,1
এক মুখ দাড়িগোঁফের জঙ্গল আর এক মাথা রুক্ষ চুলে মূর্তিটিকে তখন বেশ বীভৎস এবং ভয়াবহ বলে মনে হচ্ছিল তার ওপর তার হাতের নখগুলাে ছিল বেশ বড় বড় হাতের তীক্ষ আর বড় বড় নখ দেখে দার্শনিকের মনে একটা অন্য ধরনের ভয় এল,NoAG,0
তরুণদের এমন স্বেচ্ছাসেবাকে উৎসাহ দিতে শুরু হচ্ছে ‘স্বেচ্ছাসেবা সম্মাননা ২০২০’ ভালো কাজের স্বীকৃতি দেওয়ার ওই উদ্যোগ নিয়েছে ভলান্টারি সার্ভিসেস ওভারসিজ ভিএসও এবং প্রথম আলো,NoAG,0
আমি তখন কিছুই বলতে পারি নিকারণ আব্বু আমার কোনো কথাই বিশ্বাস করবে নাআব্বু উনাদের সামনেই আমাকে অনেক গুলা থাপ্পড় দিলেনখুব কষ্ট হচ্ছিল তখনতারা যাওয়ার পরেও আমাকে অনেক মারধর করে,NoAG,0
৩ টাকার বাদাম কিনতে গিয়ে কথা বলতে বলতে দুই টাকার বাদাম মেরে দেওয়া পাব্লিক আমরা অতএব ৮ হাজারের চাকরির জন্য ৮ লাখ ঘুষ দেওয়া লাগবেএটাই সাইন্স,NoAG,0
মুর্খ জাতি আমরা যারা এইগুলা করার জন্য সাহস দেয় তাদের কাছেই আমরা বিচার চাই,NoAG,0
বাবা  আমি ফিরে যাচ্ছি হবে না ক্রম সিস্টেম বিভ্রান্তিকর কর্মীরা বিভ্রান্ত করলো খাদ্য খুব স্নিগ্ধ এবং সুন্দর বিস্বাদ ছিল এই জায়গা এমনকি একই লীগ মধু ভালুক নিকটস্থ দ্য এয়ারপোর্টে করছেনা  এই স্নিগ্ধ শৃঙ্খল এড়িয়ে যান এবং মধু বিয়ার এর যান,NoAG,0
পৃথিবীতে সর্বপ্রথম কোন দেবতা শিবের পুরুষাঙ্গ কেটে দিয়েছিল উত্তরছ্রি কৃস্ন,AG,1
দেখুন কিভাবে এক হিজড়াকে হাতিয়ে দিল আরেক হিজড়া,AG,1
বাইতুল মোকারমের সামনে লীগের ছেলেরা কোনার শরীফে আগুন জালিয়েছে সেই ভিডিও কেটে দিলেন কেন,AG,1
সবচেয়ে খারাপ খাদ্য শুধু অর্থ অপচয় খুব খারাপ মানের,NoAG,0
মেসিরা বিধর্মী হয়েও মানবতার উজ্জল দৃস্টান্ত রাখলোআর এখানে মেসিদের জায়গায় সৌদিআরব থাকতো তাইলে মানবতা গর্তে লুকাতো,NoAG,0
আইনের হাত অনেক লম্বা বাসায় রেখে আসা পকেটওয়ালা জামার পকেটে পুলিশ গঞ্জিকা আর বাবার পোটলা রেখে আসবে তখন ফুল ফ্যামিলি আটক হবে আর পুলিশ আরও বেশি কামাবে,NoAG,0
গাঁজা সেবন করুন কালির দর্শন পাবেন  এতক্ষমতা পারলে ভারত বর্ষকে করনা মুক্ত করে দেখান,AG,1
এটা তুই সপ্ন দেখিস আসলে তোর দোষ না তোর নবীও এরকম স্বপ্ন দেখত আর সকালে লুঙ্গির মধ্যে নুনু থেকে সুধু হাওয়াই বের হত,AG,1
পৃথিবীর সবচেয়ে বড় জাতীয় মিতথ্যাবাদী ও অবৈধ নির্লজ্জ সরকার হল আমলীগ জাতিকে অনধকার ও জাহান্নামের দিকে নিয়ে যাচ্ছে,AG,1
আমি কখনোই কারণ আমি তাই আমি চিকিত্সা ছিল দ্বারা বন্ধ করা হয়েছিল খাদ্য চেষ্টা করার সুযোগ পেয়েছিলাম আমার পরিবার এবং আমি চীজ কেক ফ্যাক্টরীতে পার্কিং লট জুড়ে একটি টেবিল জন্য অপেক্ষা করা হবে না,NoAG,0
হত্যা  ধরষন আর লুন্ঠন  এই হলো ইসলামের দর্শন ,AG,1
মাহতিম ভাই এ সময়ের একজন তরুন শিল্পী কন্ঠে দরদ মধু আছে প্রচুর শুভকামনা রইল 👍👍,NoAG,0
বিরক্ত  লাগে   দিলে   তাড়াতাড়ি  দিবেন  না  দিলে   পোস্ট  করে  বলবেন  না ,NoAG,0
তোরা যে পগবাকে খাঁটি মুমিন বান্দা বানিয়ে বালহামদুলিল্লাহ চোদানাল্লাহ বলে সারাদিন মুতিয়ে ভাসিয়ে দিয়েছিলি সেটাতে কি প্রমান হলোনা তোরা উড়ো খবর নিয়ে নাচানাচি করিস,AG,1
সবকিছু একটু বেশি বেশি ই হয়ে যাচ্ছে নকল করতে গিয়ে ধরা পরছে তারপর বহিস্কার এটাইতো করবে নাকি তাকে দুধভাত খাওয়াবে আর বহিষ্কার করলেই যে আত্নহত্যা করতে হবে এটা সমর্থন করা যায় না এমন ই যদি হতো তাহলে প্রতি বছর হাজারো শিক্ষার্থী এইভাবে শেষ হয়ে যেত আর এই ঘটনায় অভিবাবক ই তার সন্তানের গায়ে হাত তুলছে শিক্ষকশিক্ষিকা না  নিউজটা যদি এমন হতো বহিষ্কারের পর অভিবাবকের অনুরোধে নকলকারী শিক্ষার্থীকে ক্ষমা তাহলে পাবলিক বলত টাকা খেয়ে অপরাধ মাফ করে দিছে যত দোষ নন্দঘোষ আর এক হাতে কিন্ত তালি বাজে না কিন্ত এইধরনের সুইসাইড আমাদের কাম্য নয় সিসি ক্যামেরায় পুরো ঘটনা রেকর্ড করা আছে তা এনালাইসিস করে আদালত তার সঠিক সিদ্ধান্ত দিবে৷,NoAG,0
এই চ্যানেল সব মহিলা সংবাদ উপস্থাপক দের কোট শার্ট পরায় দিসে কেন বাঙ্গালী মহিলাদের পোষাক শাড়িনাম ৭১ কাজকর্মে অনুসরণ করে বিদেশী,NoAG,0
ম্যাচ জিতেছে ভারত হৃদয় জিতেছে থার্ড আম্পায়ার,NoAG,0
শেখ মুজিব ছিল ভারতের বড় দালাল এই দালাল স্বাধীনতার শ্লোগান তুলে ৭১ সালে এই দেশকে ভারতের হাতে তুলে দিয়েছিল বাঙালি ভারতের গোলাম হওয়ার জন্যই ৯ মাস যুদ্ধ করেছেহা হা হা হা হা হা ভারত এই দেশটাকে তাদের ব্যবসা বাণিজ্য ও চাকুরির বাজার বানিয়েছে,AG,1
হিন্দু সবাই এক হও আর নয় রুখে দাড়াও জালিমদের হত্যা কর অসুরদের বিনাশ করে হত্যা করো,AG,1
তর জম্ম টিক না তর বাবা কয়েক জান আছে কুত্তার বাচ্চা তুই,AG,1
ছিঃএভাবে অপমান নিজের দেশের মুভিকেছিঃ,NoAG,0
উনি খুবই বিচক্ষণ ব‍্যবসায়ী দেখতে চাই কীভাবে উনি মার্ক জুকারবার্গকে চিন্তায় ফেলেন,NoAG,0
সনাতন ধর্মের বেদে হিন্দু বা অন্যান্য গ্রন্থ গুলিতে হিন্দু কথাটি নেই সুতরাং হিন্দু মানেই ভুয়া কারণ কোনো ধর্মীয় গ্রন্থে উল্লেখ নেই,AG,1
আওয়ামী লীগ চোর সরকার শেখ হাসিনা কে বর্জন করুন সোনার বাংলা গঠন করুন আওয়ামী বয়কট করুন ,AG,1
এমন কুসংস্কারাচ্ছন্ন অশ্লীল ধর্মের ঘরে জন্ম না নিয়ে মুসলমানের ঘরে জন্ম নিয়েছিতাই আল্লাহর নিকট শুকরিয়া,AG,1
মুর্তিপুজারীমাজারপুজারীভন্ড পীরদের পোদ ফেটে গেছে ,AG,1
আগে বাম ছাত্রদের থেকে আমাগো বিএনপির রাজনীতি ও আন্দোলন শিখতে হবে মির্জা ফকরুল ইসলাম আলমগীর ম্যাডাম বোরকা পরে ঠিকই পিছনের দরজা দিয়ে পালাই যাবে,AG,1
প্রোগ্রামটা কি এখন ও চলে কখন চলে অবন্তীর জন্য দেখতে হবে,NoAG,0
আমি ভালোবাসি কিভাবে সব অন্যান্য  এই কোম্পানির পর্যালোচনার একই বিষয় আমাকে আবার তাদের পরিষেবাগুলি ব্যবহার করতে অনুমতি না হবে আবিষ্কৃত হয়েছে কোম্পানির একটি দুর্যোগ এবং হন তবে আপনার কাছে রিপোর্ট করা উচিত নয়,NoAG,0
সরকার আবার সেলিমকে সন্ত্রাসী করার সুযোগ দিচ্ছে,AG,1
রোনাল্দোকে থাকতে হবে না কারণ রোনাল্দো খেলোয়াড় ও ব্যক্তি হিসেবে মহৎ ও মহান,NoAG,0
এবার আপনারাই বলুনছোট্ট শিশুটি ডাক্তারদের অবহেলার শিকার কি না এটা কি রোগে মৃত্যু না ডাক্তারের হাতে হত্যা এই হত্যার সাথে জড়িতদের বাঁচাতে এক ঘণ্টার মধ্যে সারা চট্টগ্রামের সব হাসপাতাল বন্ধ করে দেওয়ার হুমকি দেয়,NoAG,0
হিন্দুরা জাতিগত ভাবে যৌন অক্ষম জাতি ও টাকার লোভী তাই হিন্দু মেয়েরা মুসলমান ছেলে দেখলে ঝাপিয়ে পড়ে তাই লাভ জিহাদ বন্ধ হবে না,AG,1
শালা  তোদের  চ্যানেল এর  উপর রিপোর্ট  করা  উচিত   শালা  এসব  বাজে  শো  দেখানোর   জন্য,AG,1
খাবার তেজী তৈলাক্ত ও ছিল,NoAG,0
হায়দ্রাবাদের মতো এনকাউন্টার করতেই হবে নচেৎ এক মাসের মধ্যেই ফাঁসি চাই	,AG,1
যারা ডিসলাইক দিয়েছেন তাদের উদ্দেশ্যে বলছি আপনারা গান না শুনলেই পারেন  অযথা বুড়ো আঙ্গুলটাকে কষ্ট দিয়ে লাভ নেই,NoAG,0
ইংল্যান্ডের দেওয়া বাঁশটা হোগা থেকে আগে বের কর নাহলে বেঘোরে নির্ঘাৎ মারা পড়বি হালার পো হালা মালাউনের জাত  ,AG,1
বিএনপি সব আওয়ামীলিগকে কুত্তার মতো পিঠাইছে,AG,1
ফিলিসের পরিবারটা রক্তের সম্পর্কের অভ্যন্তরীন সংজ্ঞাটা দারণভাবে উপস্থাপন করে গেছে শেষ পর্যন্ত,NoAG,0
মুরগি বার্গার এই দাম পরিসরে খুব সুস্বাদু কিন্তু মাউন্টেন ডু বিট দামি,NoAG,0
জাবেদুল  ইসলাম  পরে খেয়াল হইল তোর সাথে সিংগেল কোনো পিকও নাই আবির তামিমের সাথেও নাই 😑,NoAG,0
জনগণের টাকা দিয়ে সরকার লোকেরা চলে চোরের বাচ্ছারা আবার বড় বড় কথা বলে,AG,1
তর মারে চুদি মাদার চুদেরা,AG,1
বুঝছি আরিব্বাই আড়ং থেইক্কা ফ্রি পায়জামা পাইছে নাইলে মার্কেটিং করবে কেন ,NoAG,0
এইভাবে কাউকে মেরে ফেলা যদি বৈধ হত তাহলে অর্ধেক সাহাবী ইসলাম কবুল করার জন্যে সুযোগ পেত না,AG,1
হায়রে জানোয়ার লীগ,AG,1
এইরকম  কিছু     প্রেমিক  প্রেমিকা   কে   দেখি   আর   ভাবি  যে  এখনো  হয়তো   পৃথিবী থেকে    ভালবাসা  শেষ হয়ে যায় নি    সবাই  এখনও বাহ্যিক রূপ দেখে ভালো বাসে না  ভালো মনের  এখনো    দাম আছে,NoAG,0
